시군명,농장명,축종명,상세구분,사육두수(마리),소재지우편번호,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,데이터기준일자,비고
안성시,수한농장,닭,육계,8000,17501,,경기도 안성시 양성면 장서리 55번지 1호,,,2021-06-18,
안성시,스마일2 농장,오리,,12000,17603,경기도 안성시 미양면 신고지길 125,경기도 안성시 미양면 고지리 426번지,36.9640675842,127.2083512331,2021-06-18,
안성시,승애농장,닭,산란계,50000,17551,경기도 안성시 공도읍 용머리큰길 34-55,경기도 안성시 공도읍 용두리 399번지 1호,37.0110963963,127.1642435140,2021-06-18,
안성시,승일농장,닭,육계,25000,17527,"경기도 안성시 일죽면 노동길 73, (외 2필지)",경기도 안성시 일죽면 능국리 674번지 (외 2필지),37.1128017285,127.4883504568,2021-06-18,
안성시,승일농장,닭,육계,65000,17509,"경기도 안성시 보개면 보개원삼로 342-91, (외4필지)",경기도 안성시 보개면 기좌리 124번지 1호 (외4필지),37.0352134339,127.2916457860,2021-06-18,
안성시,승희농장,닭,육계,100000,17509,경기도 안성시 보개면 보개원삼로 342-34,경기도 안성시 보개면 기좌리 150번지 2호 외 4필지,37.0333009149,127.2908077212,2021-06-18,
안성시,시은농장,닭,육계,40000,17508,,"경기도 안성시 보개면 내방리 19번지 , 22-1번지",37.0268802905,127.3130132346,2021-06-18,
안성시,시헌농장,닭,산란계,150000,17509,경기도 안성시 보개면 이전봉산길 29-45,경기도 안성시 보개면 적가리 161번지 1호,37.0541778419,127.2906379598,2021-06-18,
안성시,신기리농장,오리,,9000,17606,경기도 안성시 서운면 서운로 592,"경기도 안성시 서운면 신기리 17번지 1호 외 2필지(17-2,16-2)",36.9648302271,127.2634836770,2021-06-18,
안성시,신안농장,오리,,46000,17508,,경기도 안성시 보개면 신안리 250번지,37.0543758816,127.3078974158,2021-06-18,
안성시,아리농장,닭,육계,85000,17606,,경기도 안성시 서운면 신기리 236번지,36.9542239058,127.2738486060,2021-06-18,
안성시,안성농장,닭,육계,70000,17596,경기도 안성시 발화대길 301-10 (중리동),경기도 안성시 중리동 79번지 8호,36.9794911020,127.2892023108,2021-06-18,
안성시,안성마춤육계,닭,육계,40000,17540,경기도 안성시 대덕면 안성맞춤대로 1594,경기도 안성시 대덕면 진현리 378번지 2호,37.0536856543,127.2592718043,2021-06-18,
안성시,안성목장,닭,산란계,8000,,,경기도 안성시 공도읍 신두리 산 54번지,,,2021-06-18,
안성시,야곱농장,닭,육계,100,17540,경기도 안성시 대덕면 미륵로 137,경기도 안성시 대덕면 진현리 6번지 2호,37.0600665882,127.2677099949,2021-06-18,
안성시,에코필드,닭,육계,70000,17608,"경기도 안성시 서운면 솔뫼로 141-45, 외 1필지",경기도 안성시 서운면 송산리 114번지 3호 외 1필지,36.9411889137,127.2435331327,2021-06-18,
안성시,영양축산,닭,육계,22000,17526,경기도 안성시 일죽면 선유동길 23-33,경기도 안성시 일죽면 신흥리 902번지 번지 외 2필지,37.1226585066,127.4642700413,2021-06-18,
안성시,영윤농장,닭,육계,1000,17501,경기도 안성시 양성면 양성로 614,경기도 안성시 양성면 장서리 320번지,37.1065773568,127.2128703233,2021-06-18,
안성시,영화농장,닭,산란계,10760,17531,경기도 안성시 일죽면 장암초교길 99,경기도 안성시 일죽면 장암리 162번지 1호 외 1필지(162-3),37.0743234104,127.4625489917,2021-06-18,
안성시,오두리 농장,닭,육계,45000,17508,경기도 안성시 보개면 남사당로 340-50,경기도 안성시 보개면 오두리 255번지 5호,37.0430500587,127.3153182230,2021-06-18,
안성시,오림농장,닭,산란계,100000,17509,경기도 안성시 보개면 보개원삼로 575-12,경기도 안성시 보개면 적가리 159번지,37.0549270980,127.2912432422,2021-06-18,
안성시,오성농장,닭,산란계,8000,17553,,경기도 안성시 원곡면 지문리 24번지 1호,37.0472690165,127.1433868157,2021-06-18,
안성시,완기농장,닭,산란계,46,17503,경기도 안성시 양성면 정자말길 63-32,경기도 안성시 양성면 삼암리 474번지 6호,37.0288933960,127.2060123317,2021-06-18,
안성시,용단농장,닭,육계,60000,17507,경기도 안성시 보개면 삼은길 316,경기도 안성시 보개면 남풍리 1223번지 2호,37.0794675145,127.3038329896,2021-06-18,
안성시,용마농장,닭,육계,350,17606,경기도 안성시 서운면 바우덕이로 225,경기도 안성시 서운면 신기리 산 43번지,36.9567813661,127.2732696975,2021-06-18,
안성시,용성농장,오리,,6000,17526,경기도 안성시 일죽면 일죽신흥로 172-35,경기도 안성시 일죽면 신흥리 958번지 4호,37.1181542929,127.4757762174,2021-06-18,
안성시,원범농장,닭,육계,40000,17501,경기도 안성시 양성면 상장서길 47,경기도 안성시 양성면 장서리 175번지,37.1043512649,127.2167952354,2021-06-18,
안성시,유화농장,닭,산란계,37500,17510,경기도 안성시 보개면 동문이길 60,경기도 안성시 보개면 동신리 650번지,36.9995563011,127.2938110734,2021-06-18,
안성시,육계농장,닭,육계,50000,17508,,경기도 안성시 보개면 상삼리 54번지 2호,37.0223004904,127.3306713014,2021-06-18,
안성시,은영농장,닭,육계,90000,17604,경기도 안성시 미양면 양변길 149,경기도 안성시 미양면 강덕리 12번지,36.9601013699,127.2313379950,2021-06-18,
안성시,이삼농장,닭,산란계,58000,17511,경기도 안성시 삼죽면 품곡길 158-14,경기도 안성시 삼죽면 율곡리 905번지 2호,37.0990691004,127.3575183117,2021-06-18,
안성시,인주종계장,닭,산란계,182500,17563,경기도 안성시 공도읍 진사2길 34-32,경기도 안성시 공도읍 진사리 376번지,36.9908820350,127.1503303642,2021-06-18,
안성시,일월농장,닭,육계,41000,17530,,경기도 안성시 일죽면 월정리 1423번지,37.0909099890,127.4437468178,2021-06-18,
안성시,일죽 농장,닭,산란계,30000,17531,경기도 안성시 일죽면 장암로 24-72,경기도 안성시 일죽면 장암리 35번지 3호,37.0807076854,127.4700951915,2021-06-18,
안성시,장수농장,닭,산란계,51700,17604,경기도 안성시 미양면 고지1길 131-52,경기도 안성시 미양면 고지리 69번지 4호,36.9556448836,127.2220532058,2021-06-18,
안성시,재수농장,닭,육계,30000,17607,경기도 안성시 서운면 서운로 412,경기도 안성시 서운면 양촌리 297번지 1호,36.9491632890,127.2591069203,2021-06-18,
안성시,정기농장,닭,육계,2000,17508,경기도 안성시 보개면 신곡길 20-11,경기도 안성시 보개면 신안리 92번지 2호,37.0537062475,127.3161134252,2021-06-18,
안성시,정훈농장,닭,산란계,55000,17608,경기도 안성시 서운면 사갑1길 245,경기도 안성시 서운면 신흥리 265번지 1호,36.9278756929,127.2399397515,2021-06-18,
안성시,정훈축산,닭,산란계,55000,17608,경기도 안성시 서운면 사갑1길 237-31,경기도 안성시 서운면 신흥리 산 25번지,36.9259914028,127.2398226429,2021-06-18,
안성시,제2대화 오리농장 DHD,오리,,20000,17526,"경기도 안성시 일죽면 죽화로 278-19 (,612-1외 1필지)","경기도 안성시 일죽면 화곡리 611번지 ,612-1외 1필지",37.1051952607,127.4564000956,2021-06-18,
안성시,제일농장,닭,육계,30000,17601,경기도 안성시 미양면 중앙배수1길 148-24,경기도 안성시 미양면 정동리 504번지 15호,36.9770186592,127.1964932492,2021-06-18,
안성시,조아라 한약닭 농장,닭,육계,20000,17516,경기도 안성시 삼죽면 진촌진말길 29,경기도 안성시 삼죽면 진촌리 511번지 2호,37.0523428297,127.3607997698,2021-06-18,
안성시,준 농장,닭,육계,61400,17604,경기도 안성시 미양면 서변1길 55-24,경기도 안성시 미양면 강덕리 154번지 2호,36.9495113123,127.2362272079,2021-06-18,
안성시,중대농장,닭,산란계,2000,17509,,경기도 안성시 보개면 불현리 산 119번지 1호,,,2021-06-18,
안성시,중영농장,오리,,20000,17603,경기도 안성시 미양면 서미로 367-7,경기도 안성시 미양면 고지리 210번지 1호,36.9569289121,127.2123660326,2021-06-18,
안성시,지현농장,닭,산란계,300,17536,경기도 안성시 금광면 구송동길 54,경기도 안성시 금광면 내우리 103번지 2호,36.9974923418,127.3046731232,2021-06-18,
안성시,진가네농장,닭,육계,40000,17540,경기도 안성시 대덕면 한사울길 81-34,경기도 안성시 대덕면 삼한리 593번지 1호,37.0613151213,127.2747474306,2021-06-18,
안성시,진촌 농장,닭,산란계,13500,17564,경기도 안성시 공도읍 진건중길 114-6,경기도 안성시 공도읍 진사리 112번지 4호,36.9874255881,127.1370077874,2021-06-18,
안성시,천일농장,닭,육계,30000,17509,경기도 안성시 보개면 곡천길 51-61,경기도 안성시 보개면 곡천리 118번지,37.0289867029,127.2928995501,2021-06-18,
안성시,천호농장,닭,육계,30000,17509,경기도 안성시 보개면 남사당로 106-31,경기도 안성시 보개면 구사리 산 35번지 1호,37.0272473845,127.3037762251,2021-06-18,
안성시,청보농장,오리,,30000,17608,경기도 안성시 서운면 사갑1길 191-24,경기도 안성시 서운면 신흥리 248번지 외 5필지,36.9287914859,127.2423844500,2021-06-18,
안성시,청산농장,닭,산란계,100000,17548,경기도 안성시 공도읍 문터길 87,경기도 안성시 공도읍 마정리 433번지 2호,37.0153418419,127.1941376365,2021-06-18,
안성시,청원농장,닭,산란계,15000,17508,경기도 안성시 보개면 보개산로 291-44,경기도 안성시 보개면 북좌리 11번지,37.0466702514,127.3375199869,2021-06-18,
안성시,초원농장,닭,육계,50000,17508,경기도 안성시 보개면 은행나무길 90-53,경기도 안성시 보개면 내방리 271번지 4호,37.0181705018,127.3096789431,2021-06-18,
안성시,큰오리농장1,오리,,9000,17528,경기도 안성시 일죽면 산북1길 45-27,경기도 안성시 일죽면 산북리 607번지 2호,37.0813784922,127.5022839786,2021-06-18,
안성시,큰오리농장3,오리,,14000,17530,,"경기도 안성시 일죽면 월정리 1727번지 , 1728번지, 1728-1번지, 1729번지, 1730번지",37.0806274616,127.4584646707,2021-06-18,
안성시,텃골축산,닭,산란계,150000,17531,경기도 안성시 일죽면 장암로 24-72 (외 3필지),경기도 안성시 일죽면 장암리 411번지 27호 외 3필지,37.0807076854,127.4700951915,2021-06-18,
안성시,팔봉농장,닭,육계,40000,17531,경기도 안성시 일죽면 장암초교길 123-14,경기도 안성시 일죽면 장암리 438번지 3호,37.0756653049,127.4588132872,2021-06-18,
안성시,팔상농장,닭,육계,30000,17526,경기도 안성시 일죽면 선유동길 23-28,경기도 안성시 일죽면 신흥리 840번지,37.1233892950,127.4664423361,2021-06-18,
안성시,평안농장,오리,,20000,17508,,경기도 안성시 보개면 신안리 87번지 6호,37.0532170546,127.3134801121,2021-06-18,
안성시,하나둘셋영농조합법인,닭,산란계,9588,17534,경기도 안성시 금광면 금광모산길 42-233,"경기도 안성시 금광면 오흥리 23번지 1호 외3필지(22-2,23,24-1)",37.0168905259,127.3542994537,2021-06-18,
안성시,하늘농장,닭,육계,60000,17508,경기도 안성시 보개면 내방상삼로 168-32,경기도 안성시 보개면 상삼리 872번지 4호 외 1필지,37.0276031833,127.3298816182,2021-06-18,
안성시,한다리농장,닭,육계,71000,17525,경기도 안성시 일죽면 한다리길 94-16,경기도 안성시 일죽면 방초리 1005번지 14호,37.1191196630,127.4175457250,2021-06-18,
안성시,한성농장,오리,,9690,17528,,경기도 안성시 일죽면 산북리 125번지 1호 외 1필지,37.0812154769,127.5132146292,2021-06-18,
안성시,한신농장,닭,육계,53000,17531,경기도 안성시 일죽면 용설로 17-35,경기도 안성시 일죽면 죽림리 739번지,37.0791192722,127.4409903989,2021-06-18,
안성시,한울농장,닭,육계,35000,17508,경기도 안성시 보개면 남사당로 429-57 (외 1(보개면 오두리 86)),경기도 안성시 보개면 신안리 336번지 2호 외 1(보개면 오두리 86),37.0515123048,127.3082348856,2021-06-18,
안성시,해샘찬농장,닭,산란계,20000,17557,경기도 안성시 원곡면 원당로 243-40,경기도 안성시 원곡면 반제리 150번지,37.0319131086,127.1651525810,2021-06-18,
안성시,헌식농장,닭,육계,36500,17600,,경기도 안성시 미양면 구수리 45번지 3호 (외1필지),36.9731646690,127.2574632716,2021-06-18,
안성시,현수농장,닭,육계,65000,17596,경기도 안성시 배티로 1009-44 (현수동),경기도 안성시 현수동 291번지,36.9936362519,127.2900510814,2021-06-18,
안성시,형은농장,닭,육계,24200,17542,경기도 안성시 대덕면 능말길 43-98,경기도 안성시 대덕면 무능리 309번지,37.0491066559,127.2146726667,2021-06-18,
안성시,혜성농장,닭,육계,30000,17509,경기도 안성시 보개면 이전봉산길 29-46,경기도 안성시 보개면 적가리 173번지,37.0536326326,127.2881876420,2021-06-18,
안성시,호반농장,오리,,10500,17601,경기도 안성시 미양면 중앙배수1길 128-24,경기도 안성시 미양면 정동리 506번지 17호 외1필지(506-18),36.9782308769,127.1981737946,2021-06-18,
안성시,호야2농장,닭,육계,30000,17505,경기도 안성시 고삼면 윗갈미길 65,경기도 안성시 고삼면 대갈리 293번지 2호,37.0722304750,127.2474123711,2021-06-18,
안성시,호야농장,닭,육계,70000,17505,경기도 안성시 고삼면 신창길 229-11,경기도 안성시 고삼면 대갈리 648번지 4호,37.0694952020,127.2498062711,2021-06-18,
안성시,호일농장,닭,육계,30900,17598,,경기도 안성시 미양면 계륵리 산 28번지,36.9854463170,127.2574367934,2021-06-18,
안성시,황아농장,오리,오리,25337,17604,경기도 안성시 미양면 강덕1길 96-11,경기도 안성시 미양면 강덕리 74번지,36.9557834274,127.2273768790,2021-06-18,
안성시,효성농장,닭,육계,47000,17507,경기도 안성시 보개면 이전봉산길 31-87,경기도 안성시 보개면 이전리 416번지 1호,37.0574342628,127.2868386321,2021-06-18,
안성시,효원농장,닭,육계,140000,17600,경기도 안성시 미양면 협동단지길 158-68,경기도 안성시 미양면 보체리 316번지 5호 외 7필지,36.9649307817,127.2383646103,2021-06-18,
안성시,효원농장,닭,육계,140000,17600,경기도 안성시 미양면 협동단지길 158-68,경기도 안성시 미양면 보체리 316번지 3호,36.9649307817,127.2383646103,2021-06-18,
안성시,흥안농장,닭,육계,32000,17527,경기도 안성시 일죽면 노동길 73,경기도 안성시 일죽면 능국리 674번지,37.1128017285,127.4883504568,2021-06-18,
안성시,희영농장,오리,,7500,17508,경기도 안성시 보개면 가래미길 92-6,경기도 안성시 보개면 상삼리 871번지 6호,37.0285932416,127.3288225519,2021-06-18,
안성시,희영농장,오리,,6000,17515,,경기도 안성시 삼죽면 기솔리 436번지 외 1필지(437),37.0407736414,127.3429801160,2021-06-18,
안성시,희영농장,오리,,6000,17515,경기도 안성시 삼죽면 국사봉로 212-16 (외 1필지(440-2)),경기도 안성시 삼죽면 기솔리 440번지 1호 외 1필지(440-2),37.0410239828,127.3417601432,2021-06-18,
양주시,경희농장,닭,육계,77000,11514,경기도 양주시 양주산성로 625-42,경기도 양주시 백석읍 복지리 286-1,37.7839855788,126.9851372845,2021-07-22,
양주시,곡산농장,닭,육계,,11427,경기도 양주시 화합로941번길 62-18,경기도 양주시 은현면 선암리 76-1,37.8642675238,127.0287699209,2021-07-22,
양주시,관우2농장,닭,육계,,11516,경기도 양주시 양주산성로732번길 69,경기도 양주시 백석읍 가업리 235-1,37.7888849762,126.9761083347,2021-07-22,
양주시,관우농장,닭,육계,61000,11516,경기도 양주시 양주산성로732번길 154,경기도 양주시 백석읍 가업리 24-1,37.7909843016,126.9800118807,2021-07-22,
양주시,금성농장,닭,육계,,11494,경기도 양주시 만송로366번길 139,경기도 양주시 만송동 58-21,37.7892532527,127.0999122026,2021-07-22,
양주시,다솜농장,닭,산란계,35000,11413,경기도 양주시 남면 현석로785번길 123-34,경기도 양주시 남면 경신리 204-3,37.8561599316,126.9784403610,2021-07-22,
양주시,도하2농장,닭,산란계,,11431,경기도 양주시 그루고개로426번길 60-6,경기도 양주시 은현면 도하리 206,37.8460390961,127.0122801477,2021-07-22,
양주시,도하농장,닭,산란계,35000,11431,경기도 양주시 그루고개로426번길 60-6,경기도 양주시 은현면 도하리 206,37.8460390961,127.0122801477,2021-07-22,
양주시,만송농장,닭,육계,,11494,경기도 양주시 만송로367번길 115,경기도 양주시 만송동 210번지,37.7957505393,127.0942888486,2021-07-22,
양주시,무궁화농장,닭,산란계,60000,11427,경기도 양주시 은현면 은현로56번길 127,경기도 양주시 은현면 선암리 367번지,37.8765885131,127.0288165178,2021-07-22,
양주시,백산농장,닭,육계,30000,11424,경기도 양주시 부흥로230번길 262-46,경기도 양주시 광적면 비암리 96,37.8022707043,126.9335299903,2021-07-22,
양주시,백석농장,닭,육계,72000,11504,경기도 양주시 중앙로254번길 173-22,경기도 양주시 백석읍 오산리 211-2,37.8055111438,126.9856467457,2021-07-22,
양주시,삼일농장,닭,산란계,52000,11426,경기도 양주시 화합로691번길 83-66,경기도 양주시 은현면 운암리 440-1,37.8761527458,127.0103760623,2021-07-22,
양주시,삼형농장,닭,산란계,18500,11403,경기도 양주시 은남로119번길 233,경기도 양주시 남면 한산리 26-3,37.9052077712,127.0032447692,2021-07-22,
양주시,선암농장,닭,산란계,68500,11427,경기도 양주시 은현로56번길 127,경기도 양주시 은현면 선암리 367,37.8765885131,127.0288165178,2021-07-22,
양주시,성규농장,닭,산란계,25350,11426,경기도 양주시 은현로257번길 20,경기도 양주시 은현면 하패리 888-5,37.8907248226,127.0208563804,2021-07-22,
양주시,신춘추농장,닭,산란계,67000,11516,경기도 양주시 중앙로223번길 162,경기도 양주시 백석읍 가업리 13-1,37.7931444254,126.9793266243,2021-07-22,
양주시,쌍알농장,닭,산란계,8500,11426,경기도 양주시 은남로203번길 118,경기도 양주시 은현면 봉암리 62-1,37.8973164282,127.0084956920,2021-07-22,
양주시,애정목장,닭,육계,,11405,경기도 양주시 삼일로 834,경기도 양주시 남면 입암리 229,37.8882643006,126.9949884467,2021-07-22,
양주시,양주육계농장,닭,육계,32300,11406,경기도 양주시 감악산로216번길 124,경기도 양주시 남면 구암리 2-1,37.8870931103,126.9847044760,2021-07-22,
양주시,양주축산,닭,육계,19000,11475,경기도 양주시 율정로247번길 42-26,경기도 양주시 율정동 78-2,37.8178435310,127.1054274566,2021-07-22,
양주시,에그콜,닭,산란계,57000,11426,경기도 양주시 운하로99번길 345,경기도 양주시 남면 한산리 578-2,37.8931137625,127.0035762606,2021-07-22,
양주시,에그트리,닭,산란계,70000,11414,경기도 양주시 삼일로 266-13,경기도 양주시 광적면 석우리 6-3,37.8420893236,126.9905072590,2021-07-22,
양주시,영광농장,닭,산란계,22500,11516,,경기도 양주시 백석읍 가업리 346-1,37.8013091175,126.9726560232,2021-07-22,
양주시,영훈농장,닭,육계,,11426,경기도 양주시 운하로101번길 122,경기도 양주시 은현면 운암리 386,37.8850392262,127.0102944840,2021-07-22,
양주시,영흥농장,닭,산란계,47000,11403,경기도 양주시 은남로119번길 241-25,경기도 양주시 남면 한산리 25-1,37.9049697411,127.0023704868,2021-07-22,
양주시,운암농장,닭,육계,21000,11426,경기도 양주시 화합로720번길 134-3,경기도 양주시 은현면 운암리 529,37.8645161329,127.0080201246,2021-07-22,
양주시,월암농장,닭,육계,10000,11503,경기도 양주시 연곡로 30,경기도 양주시 백석읍 오산리 704-1,37.8059548242,126.9698420727,2021-07-22,
양주시,유림농장,닭,육계,,11427,경기도 양주시 은현로 73-84,경기도 양주시 은현면 선암리 342-32,37.8764755981,127.0209373249,2021-07-22,
양주시,유천농장,닭,산란계,43000,11431,경기도 양주시 그루고개로384번길 11-13,경기도 양주시 은현면 도하리 243,37.8448969759,127.0107191800,2021-07-22,
양주시,유한농장,닭,산란계,38500,11429,경기도 양주시 화합로1080번길 92-63,경기도 양주시 은현면 용암리 850,37.8523658760,127.0276635152,2021-07-22,
양주시,은혜농장,닭,육계,21000,11426,경기도 양주시 화합로788번길 190,경기도 양주시 은현면 운암리 516-2,37.8643416791,127.0115797356,2021-07-22,
양주시,이천농장,닭,산란계,26000,11517,경기도 양주시 양주산성로 864-8,경기도 양주시 백석읍 홍죽리 340-18,37.7942932347,126.9661545313,2021-07-22,
양주시,이화팜,닭,산란계,29000,11403,경기도 양주시 삼육사로 286-99,경기도 양주시 남면 한산리 555-119,37.8994646600,126.9943432122,2021-07-22,
양주시,장수축산,닭,산란계,20800,11413,경기도 양주시 화합로430번길 387,경기도 양주시 남면 경신리 205,37.8544518855,126.9794413521,2021-07-22,
양주시,종인농장,닭,육계,40000,11485,경기도 양주시 삼숭로129번길 76,경기도 양주시 삼숭동 572-1,37.8033954631,127.0948036493,2021-07-22,
양주시,준영축산,닭,종계,20000,11516,경기도 양주시 중앙로223번길 178-20,경기도 양주시 백석읍 가업리 471,37.7945285350,126.9784423342,2021-07-22,
양주시,태양농장,닭,산란계,100200,11426,경기도 양주시 은현로312번길 121-213,경기도 양주시 은현면 하패리 804-1,37.8977057289,127.0220508947,2021-07-22,
양주시,홍일농장,닭,육계,24000,11516,경기도 양주시 양주산성로732번길 69-29,경기도 양주시 백석읍 가업리 258,37.7886817395,126.9749967605,2021-07-22,
양주시,흥한농장,닭,산란계,61000,11426,경기도 양주시 삼일로 916-60,경기도 양주시 남면 입암리 17-3,37.8945078885,126.9986421781,2021-07-22,
양평군,가나안농장,육계,육계,38000,12543,경기도 양평군 지평면 대평로 364,경기도 양평군 지평면 대평리 5번지,37.4377835848,127.6466369700,2020-06-10,
양평군,가을농장,육계,육계,40000,12543,경기도 양평군 지평면 대평로 364,경기도 양평군 지평면 대평리 5번지,37.4377835848,127.6466369700,2020-06-10,
양평군,개군농장,육계,육계,80000,12569,경기도 양평군 개군면 내리길 140,경기도 양평군 개군면 내리 40-1번지,37.4389803150,127.5703692632,2020-06-10,
양평군,고센농장,육계,육계,45000,12543,경기도 양평군 지평면 대평로 415-17,경기도 양평군 지평면 망미리 1127번지,37.4417831811,127.6486457076,2020-06-10,
양평군,고송농장,육계,육계,35000,12533,경기도 양평군 양동면 윗고슬길 54,경기도 양평군 양동면 고송리 889번지,37.4788584400,127.6967312787,2020-06-10,
양평군,굿모닝메추팜,메추리,,200000,12544,경기도 양평군 지평면 밤벌길 56,경기도 양평군 지평면 수곡리 464,37.4322475743,127.5953206010,2020-06-10,
양평군,금산농장,육계,육계,30000,12541,경기도 양평군 지평면 금의길 159-1,경기도 양평군 지평면 월산리 473번지,37.4764571543,127.6570158429,2020-06-10,
양평군,길조,메추리,,110000,12570,경기도 양평군 개군면 소감터길 47-39,경기도 양평군 개군면 계전리 739-46,37.4131138894,127.5649208642,2020-06-10,
양평군,김**,산란계,산란계,2000,12538,,경기도 양평군 양동면 단석리 104,37.4011510169,127.7431823357,2020-06-10,
양평군,김**,육계,육계,38000,12507,,경기도 양평군 옥천면 옥천리 219-4,37.5252116851,127.4755324903,2020-06-10,
양평군,김**,육계,육계,49000,12534,경기도 양평군 양동면 양동로 1031,경기도 양평군 양동면 금왕리 464-1,37.4783751953,127.7297558136,2020-06-10,
양평군,대길농원,육계,육계,30000,12548,경기도 양평군 양평읍 천변길74번길 10-10,경기도 양평군 양평읍 대흥리 317,37.4925066212,127.5463467568,2020-06-10,
양평군,대산농장,육계,육계,56000,12524,경기도 양평군 용문면 수곡안말길 265,경기도 양평군 용문면 화전리 1115번지,37.4576377739,127.5971958747,2020-06-10,
양평군,댄디농장,육계,육계,60000,12566,경기도 양평군 개군면 댓골길 74,경기도 양평군 개군면 공세리 22-1번지,37.4539543705,127.5479171811,2020-06-10,
양평군,돌담농장,메추리,,65000,12567,경기도 양평군 개군면 개군산로7번길 32,경기도 양평군 개군면 석장리 987번지,37.4587644959,127.5303939788,2020-06-10,
양평군,동진농장,종계,,45000,12544,경기도 양평군 지평면 고재길 60,경기도 양평군 지평면 곡수리 517,37.4248442939,127.6091789711,2020-06-10,
양평군,라라팜(메추리),메추리,,100000,12570,경기도 양평군 개군면 해랭이골길 116,경기도 양평군 개군면 계전리 산49-10,37.4226021294,127.5843908062,2020-06-10,
양평군,민희농장,육계,육계,36000,12532,경기도 양평군 청운면 버덩길21번길 49-5,경기도 양평군 청운면 갈운리 245-1번지,37.5341677964,127.7768312179,2020-06-10,
양평군,박**,육계,육계,35000,12534,경기도 양평군 양동면 몰운고갯길 803-7,경기도 양평군 양동면 금왕리 94,37.4864371438,127.7369971853,2020-06-10,
양평군,보성농장,육계,육계,100000,12570,경기도 양평군 개군면 해랭이골길 179-30,경기도 양평군 개군면 계전리 159-10번지,37.4178258661,127.5829163021,2020-06-10,
양평군,부목농장,육계,육계,60000,12532,경기도 양평군 청운면 버덩길21번길 10,경기도 양평군 청운면 갈운리 217번지,37.5371690552,127.7769441841,2020-06-10,
양평군,부일농장,육계,육계,19000,12544,경기도 양평군 지평면 광양마을길 110,경기도 양평군 지평면 옥현리 285-1번지,37.4521241930,127.6315371788,2020-06-10,
양평군,부일농장,육계,육계,48000,12544,경기도 양평군 지평면 부일길 46,경기도 양평군 지평면 옥현리 1374번지,37.4519471660,127.6200158112,2020-06-10,
양평군,부흥농장,육계,육계,70000,12532,경기도 양평군 청운면 버덩길 55-13,경기도 양평군 청운면 갈운리 298번지,37.5366096955,127.7732974033,2020-06-10,
양평군,서우농원,메추리,,150000,12570,경기도 양평군 개군면 윗터길 68,경기도 양평군 개군면 자연리 35-1번지,37.4297726548,127.5625277279,2020-06-10,
양평군,성웅농장,육계,육계,60000,12539,경기도 양평군 양동면 지두독길 33,경기도 양평군 양동면 쌍학리 77-1번지,37.4084878273,127.7537009442,2020-06-10,
양평군,송현농장,육계,육계,45000,12541,경기도 양평군 지평면 그릇고갯길 194,경기도 양평군 지평면 송현리 398-41번지,37.4826049925,127.6178365923,2020-06-10,
양평군,수라네농장,육계,육계,60000,12532,경기도 양평군 청운면 갈운양지마을1길 9-14,경기도 양평군 청운면 갈운리 434번지,37.5423149976,127.7695034399,2020-06-10,
양평군,수르메기농장,산란계,산란계,4000,12579,,경기도 양평군 양서면 목왕리 439-6,37.5524866457,127.3740132943,2020-06-10,
양평군,스카이종계장,종계,,50000,12548,경기도 양평군 양평읍 경강로 2335-22,경기도 양평군 양평읍 대흥리 697-1,37.4925737365,127.5346158742,2020-06-10,
양평군,신복농장,육계,육계,45000,12505,경기도 양평군 옥천면 신촌길 87-1,경기도 양평군 옥천면 신복리 311-2번지,37.5531344818,127.4595822241,2020-06-10,
양평군,신지농장,육계,육계,35000,12532,경기도 양평군 청운면 풀무골길 56-10,경기도 양평군 청운면 갈운리 556번지,37.5367620016,127.7658047768,2020-06-10,
양평군,아름다운농장,육계,육계,30000,12532,경기도 양평군 청운면 버덩길21번길 65,경기도 양평군 청운면 갈운리 303번지,37.5359195667,127.7754907470,2020-06-10,
양평군,아리농장,육계,육계,50000,12530,경기도 양평군 청운면 여물길 153-5,경기도 양평군 청운면 여물리 216번지,37.5681290027,127.7022427018,2020-06-10,
양평군,안**,육계,육계,10000,12540,,경기도 양평군 양동면 삼산리 1380-3,37.4022602540,127.7657018693,2020-06-10,
양평군,안흥농장,육계,육계,32000,12575,경기도 양평군 강하면 전의6길 2,경기도 양평군 강하면 전수리 559-8번지,37.5019273135,127.4220594180,2020-06-10,
양평군,양동농장,산란계,산란계,8000,12539,경기도 양평군 양동면 지두독길 48-1,경기도 양평군 양동면 쌍학리 61-2,37.4075921862,127.7552233630,2020-06-10,
양평군,양평샘꼴농장,산란계,산란계,800,12570,경기도 양평군 개군면 소감터길 77-69,경기도 양평군 개군면 계전리 738-1번지,37.4193537293,127.5605978361,2020-06-10,
양평군,엄지농장,육계,육계,38000,12546,경기도 양평군 양평읍 잿말길 72,경기도 양평군 양평읍 덕평리 151-1,37.5088664908,127.5015954212,2020-06-10,
양평군,영진농장,육계,육계,56000,12530,경기도 양평군 청운면 백동길 35-42,경기도 양평군 청운면 비룡리 254번지,37.5404556397,127.6810795520,2020-06-10,
양평군,왕별농장,육계,육계,40000,12567,경기도 양평군 개군면 뒷굴길 51-14,경기도 양평군 개군면 석장리 726번지,37.4538180216,127.5208718809,2020-06-10,
