시군명,농장명,축종명,상세구분,사육두수(마리),소재지우편번호,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,데이터기준일자,비고
여주시,불노농장,닭,육계,30000,12654,경기도 여주시 신진동 63-2,경기도 여주시 신진동 63-2,37.2770005,127.6691951,2018-12-31,
여주시,산촌농장,닭,육계,75000,12655,경기도 여주시 가남읍 상활2길 83-118,경기도 여주시 가남읍 신해리 495-1번지,37.2318652,127.5364834,2018-12-31,
여주시,삼영농장,닭,육계,20300,12640,경기도 여주시 능서면 양거1길 58,경기도 여주시 능서면 양거리 555-1번지,37.2606354,127.5383659,2018-12-31,
여주시,삼흥농장,닭,산란계,9500,12616,경기도 여주시 강천면 설경주길 146,경기도 여주시 강천면 간매리 37번지,37.2781973,127.7188508,2018-12-31,
여주시,상대농장,닭,산란계,,12605,경기도 여주시 흥천면 금반형길 99,경기도 여주시 흥천면 상대리 332-4번지,37.3452069,127.5049290,2018-12-31,
여주시,상신,닭,산란계,298100,12660,경기도 여주시 가남읍 김대1길 40,경기도 여주시 가남읍 금당리 606-8번지,37.1987852,127.6030885,2018-12-31,
여주시,상활농장,닭,육계,44000,12655,경기도 여주시 가남읍 상활2길 83-103,경기도 여주시 가남읍 신해리 498-5,37.2326950,127.5342919,2018-12-31,
여주시,서광농장,닭,산란계,82000,12647,경기도 여주시 능서면 월평로 564-56,경기도 여주시 능서면 광대리 509-4번지,37.2583916,127.5637243,2018-12-31,
여주시,석일농장,닭,육계,31500,12654,경기도 여주시 명성로 162-14,경기도 여주시 능현동 113,37.2622810,127.6622227,2018-12-31,
여주시,선린농장,닭,산란계,62000,12612,경기도 여주시 북내면 선돌로 152-50,경기도 여주시 북내면 장암리 110-3번지,37.3538187,127.6883835,2018-12-31,
여주시,성산농장,닭,육계,57000,12647,경기도 여주시 마래리 산 18번지 1호,경기도 여주시 능서면 마래리 산 18번지 1호,37.2714134,127.5651738,2018-12-31,
여주시,성화농장,닭,육계,35000,12667,경기도 여주시 점동면 장여로 718-13,경기도 여주시 점동면 덕평리 443번지,37.1685392,127.6523665,2018-12-31,
여주시,세례농장,닭,산란계,35000,12605,경기도 여주시 흥천면 남산로 173-19,경기도 여주시 흥천면 상대리 69번지,37.3489283,127.5153708,2018-12-31,
여주시,손**농장,닭,산란계,700,12640,,경기도 여주시 능서면 양거리541-3,37.2588045,127.5347570,2018-12-31,
여주시,솔미농장,닭,육계,30000,12610,,경기도 여주시 대신면 초현리 381,37.3685964,127.5982748,2018-12-31,
여주시,송운농장,닭,육계,,12606,경기도 여주시 복대1리 435-2,경기도 여주시 흥천면 복대1리 435-2,37.3602066,127.5282251,2018-12-31,
여주시,승화축산,닭,산란계,140000,12606,경기도 여주시 흥천면 남산로 313-7,경기도 여주시 흥천면 다대리 474-1번지,37.3391585,127.5222331,2018-12-31,
여주시,신애메추리농장,메추리,,40000,12647,경기도 여주시 능서면 양화로 452-22,경기도 여주시 능서면 마래리 328번지,37.2596649,127.5573647,2018-12-31,
여주시,아리농장,오리,,10000,12655,경기도 여주시 가남읍 신해1길 95-48,경기도 여주시 가남읍 신해리 219-5번지,37.2332236,127.5429274,2018-12-31,
여주시,알로1농장,메추리,,170000,12646,경기도 여주시 능서면 오계1길 76-21,경기도 여주시 능서면 오계1리336-2,37.2651907,127.5922853,2018-12-31,
여주시,알로2농장,메추리,,170000,12611,경기도 여주시 대신면 대신로 377,경기도 여주시 대신면 상구리 341-5,37.3737907,127.6406295,2018-12-31,
여주시,양계농장,닭,산란계,63000,12634,경기도 여주시 매룡2길 67,경기도 여주시 매룡동 161-5번지,37.2819657,127.6594176,2018-12-31,
여주시,양계농장,닭,육계,38000,12612,경기도 여주시 북내면 석우길 104-5,경기도 여주시 북내면 석우리 90-1번지,37.3889292,127.6901597,2018-12-31,
여주시,양계농장,닭,육계,,12612,,경기도 여주시 북내면 석우리 91,37.3885431,127.6899304,2018-12-31,
여주시,양지농장,메추리,,50000,12655,경기도 여주시 가남읍 이화길 56-16,경기도 여주시 가남읍 신해리 575-17,37.2198405,127.5355988,2018-12-31,
여주시,에그홈,닭,산란계,30000,12634,경기도 여주시 매룡2길 60,경기도 여주시 매룡동 157번지,37.2834376,127.6588327,2018-12-31,
여주시,에덴3농장,오리,,18000,12666,경기도 여주시 장여로 1540-17,경기도 여주시 삼교동 228-5번지,37.2352558,127.6580206,2018-12-31,
여주시,에덴농장,닭,산란계,20000,12666,경기도 여주시 점동면 장여로 1443,경기도 여주시 점동면 처리 724번지,37.2267520,127.6609443,2018-12-31,
여주시,에덴농장,메추리,,,12603,경기도 여주시 산북면 해여림로 42-39,경기도 여주시 산북면 상품리 569-3번지,37.3939795,127.4337936,2018-12-31,
여주시,여주서진농장,닭,육계,7000,12616,경기도 여주시 강천면 긴등길 147-29,경기도 여주시 강천면 가야리 66번지,37.2650015,127.7046342,2018-12-31,
여주시,여주자영농고,닭,산란계,,12642,경기도 여주시 능서면 농도원2길 223,경기도 여주시 능서면 왕대리 산136-72번지,37.2939123,127.6106438,2018-12-31,
여주시,여주토종닭농장,닭,토종닭,10000,12646,경기도 여주시 능서면 월평로 343-64,경기도 여주시 능서면 오계리 264번지,37.2611146,127.5875302,2018-12-31,
여주시,영농장,닭,육계,50000,12666,경기도 여주시 점동면 선사길 195,경기도 여주시 점동면 흔암리 210번지,37.2384726,127.6724958,2018-12-31,
여주시,영지양계장,닭,육계,51000,12655,경기도 여주시 가남읍 신해1길 95-75,경기도 여주시 가남읍 신해리 496-1번지,37.2350042,127.5357280,2018-12-31,
여주시,오**농장,닭,토종닭,5000,12635,경기도 여주시 오금2길 66-18,경기도 여주시 오금동 104번지,37.3394099,127.6519730,2018-12-31,
여주시,오금리한길오리장,오리,,5000,12635,경기도 여주시 오금동 69-10,경기도 여주시 오금동 69-10,37.3338286,127.6576119,2018-12-31,
여주시,왕실토종닭농장,닭,산란계,2000,12656,,경기도 여주시 가남읍 안금리 634번지 2호,37.2247565,127.5879255,2018-12-31,
여주시,왕터청계농원,닭,토종닭,150,12642,경기도 여주시 능서면 왕터1길 91-89,경기도 여주시 능서면 왕대리 45번지,37.3184337,127.5972471,2018-12-31,
여주시,요엘농장,메추리,,50000,12603,경기도 여주시 산북면 해여림로 42-6,경기도 여주시 산북면 상품리 321-1번지,37.3952318,127.4362965,2018-12-31,
여주시,용희농장,닭,육계,90000,12611,경기도 여주시 대신면 현풍길 97-5,경기도 여주시 대신면 장풍리 산84,37.3878686,127.6124741,2018-12-31,
여주시,우리농장,닭,산란계,,12609,경기도 여주시 대신면 옥촌3길 76-56,경기도 여주시 대신면 옥촌리 324번지,37.3963165,127.6200750,2018-12-31,
여주시,우리농장,오리,,5000,12635,,경기도 여주시 오금동 157,37.3438266,127.6532749,2018-12-31,
여주시,원농장,닭,육계,40000,12611,경기도 여주시 대신면 장풍길 120,경기도 여주시 대신면 장풍리 594-4번지,37.3725708,127.6122487,2018-12-31,
여주시,유**농장,닭,육계,32000,12615,경기도 여주시 강천면 가정긴골길 177,경기도 여주시 강천면 걸은리 341-1번지,37.3047470,127.6981907,2018-12-31,
여주시,유성농장,메추리,,150000,12608,경기도 여주시 대신면 송촌2길 197,경기도 여주시 대신면 송촌리198-5,37.3978969,127.5745308,2018-12-31,
여주시,유용수농장,닭,토종닭,30000,12606,경기도 여주시 흥천면 남산로 503,경기도 여주시 흥천면 하다리 산18-2번지,37.3469911,127.5397573,2018-12-31,
여주시,율극농장,닭,산란계,100000,12607,경기도 여주시 흥천면 능북로 210,경기도 여주시 흥천면 율극리 262-1번지,37.3402402,127.5673679,2018-12-31,
여주시,율극축산,닭,산란계,,12607,경기도 여주시 흥천면 능북로 212,경기도 여주시 흥천면 율극리 264번지,37.3403816,127.566060,2018-12-31,
여주시,율극축산,닭,육계,42000,12607,경기도 여주시 흥천면 능북로 216,경기도 여주시 흥천면 율극리 266-4번지,37.3422384,127.5659158,2018-12-31,
여주시,은혜농장,메추리,,150000,12603,경기도 여주시 산북면 해여림로 79,경기도 여주시 산북면 상품리445-1,37.3923669,127.4386514,2018-12-31,
여주시,이**농장,닭,육계,32000,12640,경기도 여주시 매화리 산 23번지 13호,경기도 여주시 능서면 매화리 산 23번지 13호,37.2734730,127.5347813,2018-12-31,
여주시,이**농장,닭,육계,40000,12616,경기도 여주시 강천면 강천로 676-26,경기도 여주시 강천면 가야2리 산41-6,37.2611937,127.6933261,2018-12-31,
여주시,이**농장,닭,육계,30000,12614,경기도 여주시 북내면 운촌길 48-22,경기도 여주시 북내면 운촌리 623-18번지,37.3319392,127.7058205,2018-12-31,
여주시,이메코농장,메추리,,60000,12608,경기도 여주시 대신면 송촌2길 78-74,경기도 여주시 대신면 천서1리51,37.4038696,127.5615314,2018-12-31,
여주시,자연농장,닭,산란계,5000,12666,경기도 여주시 삼교2길 49,경기도 여주시 삼교동 342번지,37.2303112,127.6560284,2018-12-31,
여주시,자연농장,메추리,,70000,12661,경기도 여주시 가남읍 여주남로 916-36,경기도 여주시 가남읍 삼군리16-2,37.2289774,127.5609260,2018-12-31,
여주시,장**농장,닭,육계,,12641,경기도 여주시 매류리 178번지 1호,경기도 여주시 능서면 매류리 178번지 1호,37.2815797,127.5683616,2018-12-31,
여주시,장호농장,닭,육계,27000,12617,경기도 여주시 강천면 원양1로 905,경기도 여주시 강천면 도전리 558-1번지,37.3498007,127.7407366,2018-12-31,
여주시,정원농장,닭,육계,45000,12663,경기도 여주시 가남읍 은봉길 147-53,경기도 여주시 가남읍 은봉리 274번지,37.1809522,127.5552574,2018-12-31,
여주시,정훈양계장,닭,육계,33000,12637,경기도 여주시 독바위길 40,경기도 여주시 현암동 110번지,37.3173295,127.6414382,2018-12-31,
여주시,제일농장,닭,육계,,12606,경기도 여주시 흥천면 군위실길 151,경기도 여주시 흥천면 다대리 123-6번지,37.3367426,127.5265947,2018-12-31,
여주시,제일농장,메추리,,70000,12611,경기도 여주시 대신면 후포1길 223-42,경기도 여주시 대신면 후포리156-2,37.3680140,127.6187706,2018-12-31,
여주시,조현농장,닭,육계,20000,12609,경기도 여주시 대신면 무촌길 42-69,경기도 여주시 대신면 무촌리 431-1번지,37.3931738,127.5841727,2018-12-31,
여주시,중앙농원,닭,종계,57000,12614,경기도 여주시 북내면 운촌길 48-113,경기도 여주시 북내면 운촌리 482-1번지,37.3304117,127.7081532,2018-12-31,
여주시,창대메추리농장,메추리,,50000,12641,,경기도 여주시 능서면 매류1리94,37.2791614,127.5728650,2018-12-31,
여주시,창호농장,닭,육계,84000,12607,경기도 여주시 흥천면 종다람길 59,경기도 여주시 흥천면 신근리 250-47번지,37.3168850,127.5561490,2018-12-31,
여주시,천지농장,닭,토종닭,23,12665,경기도 여주시 점동면 점동로 162-50,경기도 여주시 점동면 사곡리 308번지,37.2018118,127.6753821,2018-12-31,오골계 포함
여주시,철중농장,닭,육계,55000,12647,경기도 여주시 능서면 양화로 20-83,경기도 여주시 능서면 마래리 5번지,37.2696117,127.5650928,2018-12-31,
여주시,청솔농장,닭,육계,60000,12612,경기도 여주시 북내면 선돌로 377-20,경기도 여주시 북내면 석우리 363번지,37.3740193,127.6820983,2018-12-31,
여주시,청운농장,닭,육계,31000,12607,경기도 여주시 흥천면 신율로 249-23,경기도 여주시 흥천면 율극리 237-2번지,37.3266555,127.5649533,2018-12-31,
여주시,충섭농장,닭,육계,60000,12616,경기도 여주시 강천면 마감로 146-19,경기도 여주시 강천면 걸은리 671-1번지,37.2907444,127.7029336,2018-12-31,
여주시,태린농장,닭,종계,57000,12647,경기도 여주시 능서면 능여로 84,경기도 여주시 능서면 광대리 산15-4번지,37.2716901,127.5695052,2018-12-31,
여주시,태원농장,닭,육계,26000,12605,,경기도 여주시 흥천면 상대리35-1,37.3525100,127.5142890,2018-12-31,
여주시,태준농장,닭,토종닭,100,12668,경기도 여주시 점동면 성주로 1020-18,경기도 여주시 점동면 현수리 189-3번지,37.1869551,127.6908591,2018-12-31,
여주시,태평농장,오리,,13900,12662,경기도 여주시 설가로 813,경기도 여주시 가남읍 태평리 528번지 1,37.1992032,127.5324238,2018-12-31,
여주시,토끼네가축집,닭,오골계,17,12606,경기도 여주시 흥천면 금대울로 214-23,경기도 여주시 흥천면 복대리 54번지,37.3616237,127.5377055,2018-12-31,오리 포함
여주시,한경농장,닭,육계,160000,12646,경기도 여주시 연라1길 41-47,경기도 여주시 연라동 100번지,37.2644712,127.6151081,2018-12-31,
여주시,한솔농장,닭,육계,,12610,경기도 여주시 대신면 초현길 60,경기도 여주시 대신면 초현리 361번지,37.3681809,127.5966911,2018-12-31,
여주시,한울이네농장,닭,토종닭,500,12609,경기도 여주시 대신면 대신2로 374-56,경기도 여주시 대신면 계림리 223,37.4065327,127.5992186,2018-12-31,
여주시,함일농장,닭,산란계,137000,12647,경기도 여주시 능서면 월평로 564-64,경기도 여주시 능서면 마래리 458-6번지,37.2584169,127.5621689,2018-12-31,
여주시,햇빛농장,오리,,10000,12655,경기도 여주시 가남읍 양화로 113-64,경기도 여주시 가남읍 정단리 584번지,37.2364137,127.5506695,2018-12-31,
여주시,햇살농장,닭,산란계,6000,12612,경기도 여주시 북내면 여양2로 1203-3,경기도 여주시 북내면 주암리 104-4번지,37.4039559,127.6826847,2018-12-31,
여주시,행복짓는 농장,닭,산란계,3000,12666,,경기도 여주시 점동면 처리289,37.2293643,127.6754915,2018-12-31,
여주시,후포농장,닭,육계,56000,12611,경기도 여주시 대신면 후포1길 160,경기도 여주시 대신면 후포리 223번지,37.3658767,127.6174098,2018-12-31,
여주시,희망농장,닭,육계,48000,12607,경기도 여주시 율극1리 219-1,경기도 여주시 흥천면 율극1리 219-1,37.3350994,127.5646439,2018-12-31,
연천군,(주)농업법인산들농장,닭,산란계,20000,11043,경기도 연천군 왕징면 왕산로618번길 40-83,경기도 연천군 왕징면 동중리 235번지,38.0825181765,126.9684670122,2021-07-01,운영
연천군,DJF농장,닭,육계,15000,11049,경기도 연천군 백학면 노곡로286번길 71,경기도 연천군 백학면 노곡리 92번지,38.0091488500,126.9419545941,2021-07-01,운영
연천군,간파리농장,닭,산란계,30000,11041,경기도 연천군 전곡읍 양연로 564,경기도 연천군 전곡읍 간파리 137번지 3호,37.9561448634,127.0065899917,2021-07-01,운영
연천군,개나리농장,닭,육계,15000,11018,,경기도 연천군 연천읍 고문리 171번지 4호,38.0653921513,127.1250505562,2021-07-01,운영
연천군,경림농장,닭,육계,43000,11049,경기도 연천군 백학면 노아로 184-13,경기도 연천군 백학면 학곡리 629번지,37.9855747467,126.9388763676,2021-07-01,운영
연천군,계림농장,닭,육계,100000,11020,경기도 연천군 청산면 전영로215번길 234-2,경기도 연천군 청산면 장탄리 1108번지,38.0400940021,127.0922150962,2021-07-01,운영
연천군,광성농장,닭,산란계,9000,11045,경기도 연천군 미산면 백동로19번길 205,경기도 연천군 미산면 백석리 698번지,38.0515439209,126.9610773945,2021-07-01,운영
연천군,광화문농장,닭,육계,70000,11001,경기도 연천군 신서면 평화로 3232-10,경기도 연천군 신서면 대광리 1334번지 3호,38.2294364114,127.1525721965,2021-07-01,운영
연천군,광희농장,닭,육계,40000,11022,경기도 연천군 청산면 순욱길 44-39,경기도 연천군 청산면 대전리 269번지 1호,38.0080782187,127.0941581108,2021-07-01,운영
연천군,군남농장,닭,육계,100000,11008,경기도 연천군 군남면 황지로120번길 79,경기도 연천군 군남면 황지리 65번지 2호,38.0409051961,127.0478682821,2021-07-01,운영
연천군,군자농장,닭,육계,34000,11006,,경기도 연천군 군남면 삼거리 234번지,38.0828914050,127.0396175897,2021-07-01,운영
연천군,그린농장,닭,육계,70,11009,,경기도 연천군 연천읍 상리 609번지 1호,38.1422707768,127.0594502611,2021-07-01,운영
연천군,그린미소 주식회사,닭,산란계,4500,11048,경기도 연천군 백학면 백두2길 102,경기도 연천군 백학면 두일리 170번지 2호,38.0493936278,126.9165521817,2021-07-01,운영
연천군,날개농장,닭,육계,50000,11011,경기도 연천군 연천읍 동막로 68,경기도 연천군 연천읍 동막리 308번지 7호,38.0876650520,127.0927264096,2021-07-01,운영
연천군,남토북수 농원,닭,육계,200,11000,경기도 연천군 신서면 연신로1375번길 638,경기도 연천군 신서면 대광리 393번지,38.2253894873,127.1260743217,2021-07-01,운영
연천군,내유농장,닭,육계,40000,11040,경기도 연천군 전곡읍 양원로46번길 33,경기도 연천군 전곡읍 양원리 603번지,37.9911402715,127.0214908613,2021-07-01,운영
연천군,농업회사법인 (주)안일농장,닭,산란계,200000,11011,경기도 연천군 연천읍 동막로71번길 78,경기도 연천군 연천읍 동막리 331번지 6호,38.0905773662,127.0956866530,2021-07-01,운영
연천군,농업회사법인(주)구구축산,닭,산란계,160000,11050,경기도 연천군 장남면 장남로163번길 148,경기도 연천군 장남면 원당리 1226번지 1호,37.9851989900,126.8633122617,2021-07-01,운영
연천군,능성농장,닭,육계,35000,11045,경기도 연천군 미산면 유노로 94-25,경기도 연천군 미산면 유촌리 153번지,38.0472697471,126.9951061979,2021-07-01,운영
연천군,대광농장,닭,육계,40000,11050,경기도 연천군 장남면 술이홀로63번길 14,"경기도 연천군 장남면 원당리 665번지 ,원당리 705-3, 원당리 705-4",37.9706682523,126.8866635270,2021-07-01,운영
연천군,대광농장2,닭,육계,30000,11048,경기도 연천군 백학면 장백로683번길 43,경기도 연천군 백학면 전동리 345번지,38.0071151123,126.8917023007,2021-07-01,운영
연천군,대광리농장,닭,산란계,40000,11003,경기도 연천군 신서면 장거리길 153,경기도 연천군 신서면 도신리 629번지 1호,38.1599679629,127.0937057193,2021-07-01,운영
연천군,대길농장,닭,육계,30000,11008,경기도 연천군 군남면 오리골길 115,경기도 연천군 군남면 황지리 431번지,38.0373790888,127.0334859663,2021-07-01,운영
연천군,대림농장,닭,육계,42000,11044,경기도 연천군 왕징면 왕산로 193-130,경기도 연천군 왕징면 무등리 434번지 1호,38.0693019294,126.9983977504,2021-07-01,운영
연천군,대명농장,닭,육계,0,11009,경기도 연천군 연천읍 합내로 663-96,경기도 연천군 연천읍 와초리 248번지,38.1566858012,127.0855171740,2021-07-01,운영
연천군,대성농장,닭,육계,90000,11046,경기도 연천군 미산면 숭의전로170번길 22-46,경기도 연천군 미산면 아미리 628번지,38.0247917794,126.9489113763,2021-07-01,운영
연천군,돌마농장,닭,육계,30000,11049,경기도 연천군 백학면 노아로 184-24,경기도 연천군 백학면 학곡리 572번지,37.9850248762,126.9388577804,2021-07-01,운영
연천군,동성2,닭,육계,56000,11009,경기도 연천군 연천읍 합내로 536,경기도 연천군 연천읍 와초리 592번지,38.1575217627,127.0698635015,2021-07-01,운영
연천군,동성농장,닭,육계,57000,11009,,경기도 연천군 연천읍 와초리 593번지,38.1572923879,127.0695250885,2021-07-01,운영
연천군,동중거위농장,거위,,250,11043,경기도 연천군 왕징면 백동로236번길 286,경기도 연천군 왕징면 동중리 산 157번지,38.0677932419,126.9668749369,2021-07-01,운영
연천군,로뎀나무1농장,닭,육계,38000,11010,경기도 연천군 연천읍 합내로 1240,"경기도 연천군 연천읍 옥산리 18번지 2호 외 2필지(3,4)",38.1316323938,127.1234952144,2021-07-01,운영
연천군,멍텅구리농장,닭,육계,20,11046,경기도 연천군 미산면 숭의전로405번길 85,경기도 연천군 미산면 아미리 89번지,38.0274021973,126.9717595526,2021-07-01,운영
연천군,무지개농장(1),닭,육계,40000,11020,,경기도 연천군 청산면 궁평리 109번지 17호,38.0307885773,127.1157216912,2021-07-01,운영
연천군,미산농장,닭,육계,100000,11047,경기도 연천군 미산면 마동로 78-23,경기도 연천군 미산면 동이리 639번지,38.0208262416,126.9929977011,2021-07-01,운영
연천군,민영농장,닭,육계,60000,11048,경기도 연천군 백학면 백두2길 99,경기도 연천군 백학면 두일리 165번지 1호,38.0487614616,126.9162950619,2021-07-01,운영
연천군,백학농장,닭,육계,50000,11048,경기도 연천군 백학면 장백로683번길 66-28,경기도 연천군 백학면 전동리 211번지,38.0090972968,126.8933262430,2021-07-01,운영
연천군,법곳농장2,닭,육계,100000,11046,경기도 연천군 미산면 청정로755번길 92,경기도 연천군 미산면 광동리 404번지,38.0443563747,126.9370604475,2021-07-01,운영
연천군,비금양계장,닭,육계,35000,11050,경기도 연천군 장남면 장백로330번길 137-55,경기도 연천군 장남면 원당리 324번지 7호,37.9958546227,126.8840963057,2021-07-01,운영
연천군,산유화농장,닭,육계,50000,11044,경기도 연천군 왕징면 유노로 338-205,경기도 연천군 왕징면 무등리 379번지,38.0614058038,126.9981666772,2021-07-01,운영
연천군,상녹수농장,닭,육계,30000,11006,경기도 연천군 군남면 군남로 300,경기도 연천군 군남면 진상리 296번지 1호,38.0744540276,127.0192041474,2021-07-01,운영
연천군,상도축산,닭,육계,60000,11045,경기도 연천군 미산면 유노로 83-37,경기도 연천군 미산면 유촌리 85번지,38.0441053661,126.9969969697,2021-07-01,운영
연천군,상리농장,닭,육계,54000,11009,경기도 연천군 연천읍 상리로4번길 66-86,경기도 연천군 연천읍 상리 3번지 1호,38.1415335216,127.0849296145,2021-07-01,운영
연천군,서로도울농장,닭,육계,50000,11046,경기도 연천군 미산면 노아로 711,경기도 연천군 미산면 아미리 344번지,38.0217198630,126.9608857497,2021-07-01,운영
연천군,서연농장,닭,산란계,12000,11043,경기도 연천군 왕징면 왕산로618번길 76-17,경기도 연천군 왕징면 동중리 213번지,38.0786461837,126.9672408277,2021-07-01,운영
연천군,서울농장,닭,육계,60000,11009,경기도 연천군 연천읍 와초길 34,경기도 연천군 연천읍 와초리 78번지,38.1417602251,127.0930535322,2021-07-01,운영
연천군,선형2농장,닭,육계,30000,11050,,경기도 연천군 장남면 원당리 1022번지 1호,37.9814578468,126.8756963261,2021-07-01,운영
연천군,성신농장,닭,육계,35000,11000,경기도 연천군 신서면 천덕로 189-140,경기도 연천군 신서면 답곡리 1535번지,38.2030352764,127.0823649147,2021-07-01,운영
연천군,성진농장,닭,육계,55000,11050,경기도 연천군 장남면 장백로54번길 45,경기도 연천군 장남면 원당리 1170번지 1호,37.9862124696,126.8674030272,2021-07-01,운영
연천군,성호농장,닭,육계,50000,11048,경기도 연천군 백학면 백두2길 142,경기도 연천군 백학면 두일리 185번지 1호,38.0515097184,126.9143584242,2021-07-01,운영
연천군,세준농장,닭,육계,30000,11003,경기도 연천군 신서면 답곡로 130-1,경기도 연천군 신서면 답곡리 930번지 5호,38.1905455697,127.0728096867,2021-07-01,운영
연천군,송아리농장,닭,산란계,1000,11045,경기도 연천군 미산면 유노로 63,경기도 연천군 미산면 유촌리 91번지,38.0446655537,126.9973236409,2021-07-01,운영
연천군,수목농장,닭,육계,70000,11045,경기도 연천군 미산면 백동로19번길 192-1,경기도 연천군 미산면 백석리 500번지,38.0527580435,126.9644536738,2021-07-01,운영
연천군,수석농장,닭,산란계,10000,11041,,경기도 연천군 전곡읍 간파리 137번지 8호,37.9558232748,127.0066822571,2021-07-01,운영
연천군,승기농장,닭,육계,35000,11009,경기도 연천군 연천읍 상합길 5-145,경기도 연천군 연천읍 상리 695번지,38.1355146450,127.0557862376,2021-07-01,운영
연천군,승은농장,닭,육계,40000,11009,경기도 연천군 연천읍 상합길 135,경기도 연천군 연천읍 상리 582번지 2호,38.1412869045,127.0592888746,2021-07-01,운영
연천군,심현팜,닭,산란계,300,11044,경기도 연천군 미산면 청정로1632번길 321,경기도 연천군 미산면 우정리 723번지,38.0317577729,127.0054679026,2021-07-01,운영
연천군,아람농장,닭,육계,75000,11048,경기도 연천군 백학면 장백로631번길 244,경기도 연천군 백학면 전동리 565번지 1호,38.0149744335,126.8882653093,2021-07-01,운영
연천군,아미농장,닭,육계,45000,11046,경기도 연천군 미산면 청정로755번길 218,경기도 연천군 미산면 광동리 435번지,38.0468715420,126.9371893492,2021-07-01,운영
연천군,안골농장,닭,육계,60000,11049,경기도 연천군 백학면 노곡로 367,경기도 연천군 백학면 노곡리 146번지,38.0137684072,126.9392196991,2021-07-01,운영
연천군,알토리농장,닭,산란계,27000,11045,,경기도 연천군 미산면 백석리 725번지 1호,38.0475269439,126.9552954121,2021-07-01,운영
연천군,양원농장,닭,육계,20000,11040,경기도 연천군 전곡읍 양원로 287-6,경기도 연천군 전곡읍 양원리 281번지 1호,37.9744641246,127.0343740392,2021-07-01,운영
연천군,양원농장,닭,육계,30000,11040,,경기도 연천군 전곡읍 양원리 658번지 6호,37.9894800061,127.0229851878,2021-07-01,운영
연천군,양평농장,닭,육계,24000,11046,경기도 연천군 미산면 숭의전로227번길 212,경기도 연천군 미산면 아미리 517번지,38.0325049536,126.9543344772,2021-07-01,운영
연천군,에벤에셀,닭,육계,97000,11050,경기도 연천군 장남면 장백로 502-100,경기도 연천군 장남면 원당리 270번지,38.0011441643,126.8821955148,2021-07-01,운영
연천군,연천농장,닭,산란계,55000,11010,경기도 연천군 연천읍 합내로854번길 401,경기도 연천군 연천읍 옥산리 180번지 1호,38.1228901286,127.0885605235,2021-07-01,운영
연천군,연천농장,닭,육계,56000,11011,경기도 연천군 연천읍 동막로25번길 102,경기도 연천군 연천읍 동막리 500번지 6호,38.0921217636,127.0837038634,2021-07-01,운영
연천군,영기농장,닭,육계,40000,11045,경기도 연천군 미산면 마유로 254,경기도 연천군 미산면 백석리 48번지 1호,38.0512151605,126.9821769141,2021-07-01,운영
연천군,영인농장,닭,육계,35000,11009,경기도 연천군 연천읍 합내로 561,경기도 연천군 연천읍 와초리 605번지 1호,38.1577071884,127.0737546816,2021-07-01,운영
연천군,영재농장,닭,육계,65000,11009,경기도 연천군 연천읍 합내로593번길 35,경기도 연천군 연천읍 와초리 348번지 1호,38.1579220359,127.0758422504,2021-07-01,운영
연천군,올리농장,닭,육계,25000,11011,,경기도 연천군 연천읍 동막리 270번지 1호,38.0869149414,127.1060506901,2021-07-01,운영
연천군,왕림축산,닭,육계,50000,11007,경기도 연천군 군남면 삼왕로 405-2,경기도 연천군 군남면 왕림리 531번지,38.0733505719,127.0500856655,2021-07-01,운영
연천군,왕징농장,닭,육계,40000,11043,경기도 연천군 왕징면 유노로 399-52,경기도 연천군 왕징면 노동리 238번지,38.0653298555,126.9844030188,2021-07-01,운영
연천군,우리농장,닭,육계,60000,11005,경기도 연천군 군남면 옥계13길 156,"경기도 연천군 군남면 옥계리 169번지 ,170번지",38.1327491464,127.0537719516,2021-07-01,운영
연천군,우림농원,닭,육계,1000,11046,경기도 연천군 미산면 숭의전로227번길 121-31,경기도 연천군 미산면 아미리 508번지,38.0290788501,126.9540636416,2021-07-01,운영
연천군,우성농장,닭,육계,50000,11048,경기도 연천군 백학면 백두2길 99-1,경기도 연천군 백학면 두일리 165번지 4호,38.0477423862,126.9161663882,2021-07-01,운영
연천군,원당리농장,닭,육계,51000,11050,경기도 연천군 장남면 장백로259번길 53,경기도 연천군 장남면 원당리 713번지,37.9846886240,126.8825384916,2021-07-01,운영
연천군,원일농장,닭,육계,30000,11045,경기도 연천군 미산면 백동로49번길 33,경기도 연천군 미산면 백석리 508번지,38.0554994291,126.9647870464,2021-07-01,운영
연천군,원일농장,닭,육계,77000,11045,경기도 연천군 미산면 백동로19번길 133-63,경기도 연천군 미산면 백석리 830번지 1호,38.0477292643,126.9645245020,2021-07-01,운영
연천군,윈비팜농장,닭,육계,32000,11040,경기도 연천군 전곡읍 양연로1162번길 336,경기도 연천군 전곡읍 양원리 75번지,37.9856324740,127.0439373406,2021-07-01,운영
연천군,유월농장,닭,산란계,80000,11007,경기도 연천군 군남면 삼왕로 435,경기도 연천군 군남면 왕림리 524번지 2호,38.0720624811,127.0502759709,2021-07-01,운영
연천군,유촌농장,닭,육계,21000,11045,,경기도 연천군 미산면 유촌리 73번지 1호,38.0429778519,126.9974593924,2021-07-01,운영
