시군명,가축전염병명,농장소재지,축종명,감염두수,진단일자,병성감정기관명
여주시,브루셀라병,경기도 여주시 강천면 가야리,소-한우,6,2010-04-06,경기 동부지소
여주시,브루셀라병,경기도 여주시 강천면 부평리,소-한우,1,2010-05-07,경기 동부지소
여주시,브루셀라병,경기도 여주시 강천면 가야리,소-한우,4,2010-05-31,경기 동부지소
여주시,결핵병,경기도 여주시 가남읍 연대리,소-한우,1,2010-09-01,경기 남부지소
여주시,결핵병,경기도 여주시 흥천면 상백리,소-젖소,1,2010-10-11,경기 동부지소
여주시,결핵병,경기도 여주시 대신면 후포리,소-젖소,1,2010-11-25,경기 동부지소
여주시,구제역,경기도 여주시 가남읍 본두리,소-한우,2,2010-12-25,해외전염병과
여주시,고병원성 조류인플루엔자,경기도 여주시 능서면 광대리,닭-산란계,100,2011-02-23,질병진단센터
여주시,결핵병,경기도 여주시 가남읍 금곡리,소-젖소,1,2011-07-27,경기도북부축산위생연구소
여주시,결핵병,경기도 여주시 능서면 양거리,소-육우,1,2011-08-29,경기도축산위생연구소
여주시,결핵병,경기도 여주시 능서면 광대리,소-젖소,1,2011-10-28,경기 동부지소
여주시,결핵병,경기도 여주시 가남읍 건장리,소-젖소,1,2012-04-13,경기 남부지소
여주시,가금티프스,경기도 여주시 대신면 장풍리,닭-육계,5000,2012-10-16,경기 동부지소
여주시,결핵병,경기도 여주시 능서면 양거리,소-젖소,2,2013-02-01,경기 동부지소
여주시,결핵병,경기도 여주시 능서면 양거리,소-젖소,1,2013-04-12,경기 동부지소
여주시,결핵병,경기도 여주시 북내면 신남리,소-젖소,3,2013-04-15,경기 동부지소
여주시,결핵병,경기도 여주시 북내면 신남리,소-한우,2,2013-06-20,경기 동부지소
여주시,결핵병,경기도 여주시 능서면 양거리,소-젖소,2,2013-06-20,경기 동부지소
여주시,결핵병,경기도 여주시 능서면 양거리,소-젖소,1,2013-07-31,경기 남부지소
여주시,결핵병,경기도 여주시 능서면 양거리,소-젖소,2,2013-08-22,경기 동부지소
여주시,결핵병,경기도 여주시 능서면 양거리,소-젖소,1,2013-10-24,경기 동부지소
여주시,결핵병,경기도 여주시 능서면 양거리,소-육우,1,2013-11-01,경기 남부지소
여주시,결핵병,경기도 여주시 능서면 양거리,소-젖소,5,2013-12-26,경기 동부지소
여주시,결핵병,경기도 여주시 점동면 장안리,소-한우,1,2014-01-14,경기도축산위생연구소
여주시,결핵병,경기도 여주시 흥천면 신근리,소-한우,1,2014-07-08,경기 남부지소
여주시,결핵병,경기도 여주시 흥천면 신근리,사슴-비분류,4,2014-07-31,경기 동부지소
여주시,결핵병,경기도 여주시 흥천면 신근리,사슴-비분류,2,2014-10-02,경기 동부지소
여주시,결핵병,경기도 여주시 점동면 청안리,소-젖소,1,2014-10-16,경기도북부축산위생연구소
여주시,결핵병,경기도 여주시 점동면 청안리,소-젖소,28,2014-10-29,경기 동부지소
여주시,결핵병,경기도 여주시 점동면 청안리,소-젖소,10,2015-01-02,경기 동부지소
여주시,구제역,경기도 여주시 가남읍 대신리,돼지-비분류,501,2015-01-15,구제역진단과
여주시,구제역,경기도 여주시 가남읍 삼승리,돼지-비육돈,220,2015-01-16,구제역진단과
여주시,고병원성 조류인플루엔자,경기도 여주시 가남읍 하귀리,닭-산란계,750,2015-01-21,조류질병과
여주시,고병원성 조류인플루엔자,경기도 여주시 능서면 광대리,오리-종오리,5,2015-02-02,조류질병과
여주시,고병원성 조류인플루엔자,경기도 여주시 가남읍 금당리,닭-산란계,5,2015-02-02,조류질병과
여주시,결핵병,경기도 여주시 상동,사슴-비분류,5,2015-06-01,경기 동부지소
여주시,가금티프스,경기도 여주시 가남읍 은봉리,닭-육계,5,2015-11-10,경기 동부지소
여주시,결핵병,경기도 여주시 점동면 청안리,소-젖소,15,2016-03-25,경기 동부지소
여주시,결핵병,경기도 여주시 능서면 용은리,소-한우,1,2016-09-27,경기 동부지소
여주시,결핵병,경기도 여주시 북내면 신남리,소-젖소,1,2016-10-25,경기도북부축산위생연구소
여주시,고병원성 조류인플루엔자,경기도 여주시 가남읍 은봉리,닭-산란계,0,2016-12-10,조류질병과
여주시,고병원성 조류인플루엔자,경기도 여주시 능서면 마래리,닭-산란계,0,2016-12-10,조류질병과
여주시,고병원성 조류인플루엔자,경기도 여주시 능서면 광대리,오리-종오리,0,2016-12-14,조류질병과
여주시,고병원성 조류인플루엔자,경기도 여주시 가남읍 하귀리,닭-산란계,0,2016-12-18,조류질병과
여주시,고병원성 조류인플루엔자,경기도 여주시 가남읍 금당리,닭-산란계,0,2016-12-18,조류질병과
여주시,고병원성조류인플루엔자,경기도 여주시 능서면 용은리,닭-산란계,,2016-12-20,조류질병과
여주시,고병원성 조류인플루엔자,경기도 여주시 흥천면 율극리,닭-산란계,,2016-12-28,조류질병과
여주시,고병원성 조류인플루엔자,경기도 여주시 흥천면 율극리,닭-산란계,,2016-12-28,조류질병과
여주시,고병원성조류인플루엔자,경기도 여주시 능서면 마래리,닭-육계,,2016-12-30,조류질병과
여주시,고병원성 조류인플루엔자,경기도 여주시 능서면 마래리,메추리-비분류,,2017-01-01,조류질병과
여주시,결핵병,경기도 여주시 북내면 신남리,소-육우,1,2017-04-28,경기 남부지소
여주시,결핵병,경기도 여주시 북내면 신남리,소-젖소,1,2017-05-18,경기 동부지소
여주시,결핵병,경기도 여주시 북내면 신남리,소-젖소,5,2017-07-28,경기 동부지소
여주시,결핵병,경기도 여주시 점동면 관한리,소-한우,1,2017-08-16,경기도 동물위생시험소
여주시,결핵병,경기도 여주시 북내면 신남리,소-젖소,8,2018-02-09,경기 동부지소
여주시,낭충봉아부패병,경기도 여주시 북내면 주암리,벌-재래종,12,2018-03-14,세균질병과
여주시,결핵병,경기도 여주시 점동면 처리,소-육우,1,2018-04-19,경기 남부지소
여주시,결핵병,경기도 여주시 북내면 신남리,소-젖소,2,2018-04-19,경기 동부지소
여주시,결핵병,경기도 여주시 점동면 청안리,소-젖소,3,2018-05-10,경기 동부지소
여주시,낭충봉아부패병,경기도 여주시 북내면 주암리,벌-재래종,20,2018-06-12,경기도 동물위생시험소
여주시,결핵병,경기도 여주시 북내면 신남리,소-젖소,1,2018-06-22,경기 동부지소
여주시,결핵병,경기도 여주시 점동면 청안리,소-젖소,1,2018-09-08,경기 동부지소
여주시,결핵병,경기도 여주시 북내면 신남리,소-젖소,5,2018-09-20,경기 동부지소
여주시,결핵병,경기도 여주시 점동면 청안리,소-젖소,13,2018-12-06,경기 동부지소
여주시,결핵병,경기도 여주시 북내면 신남리,소-젖소,15,2018-12-07,경기 동부지소
여주시,결핵병,경기도 여주시 상거동,소-한우,1,2019-04-19,경기 동부지소
여주시,결핵병,경기도 여주시 상거동,소-한우,3,2019-04-22,경기 동부지소
여주시,결핵병,경기도 여주시 점동면 청안리,소-젖소,18,2019-05-03,경기 동부지소
여주시,돼지생식기호흡기증후군,경기도 여주시 능서면 마래리,돼지-비육돈,2,2019-05-27,경기 동부지소
여주시,가금티푸스,경기도 여주시 점동면 흔암리,닭-육계,200,2019-06-12,경기 동부지소
여주시,결핵병,경기도 여주시 상거동,소-한우,1,2019-07-17,경기 동부지소
여주시,결핵병,경기도 여주시 점동면 청안리,소-젖소,12,2019-07-24,경기 동부지소
여주시,결핵병,경기도 여주시 가남읍 대신리,소-한우,1,2019-08-22,경기 동부지소
여주시,결핵병,경기도 여주시 가남읍 대신리,소-한우,5,2019-08-28,경기 동부지소
여주시,결핵병,경기도 여주시 가남읍 대신리,소-한우,1,2019-09-04,경기 동부지소
여주시,결핵병,경기도 여주시 점동면 청안리,소-젖소,27,2019-09-30,경기 동부지소
여주시,결핵병,경기도 여주시 가남읍 대신리,소-한우,1,2019-11-08,경기 동부지소
여주시,결핵병,경기도 여주시 점동면 청안리,소-젖소,35,2019-12-04,경기 동부지소
여주시,결핵병,경기도 여주시 가남읍 대신리,소-한우,4,2020-01-16,경기 동부지소
여주시,결핵병,경기도 여주시 점동면 청안리,소-젖소,2,2020-02-06,경기 동부지소
여주시,결핵병,경기도 여주시 상동,사슴-비분류,1,2020-02-10,경기 동부지소
여주시,결핵병,경기도 여주시 상동,사슴-엘크,2,2020-02-20,경기 동부지소
여주시,결핵병,경기도 여주시 능서면 용은리,소-육우,1,2020-04-02,경기 동부지소
여주시,결핵병,경기도 여주시 능서면 신지리,소-한우,2,2020-08-20,경기 동부지소
여주시,결핵병,경기도 여주시 능서면 번도리,소-한우,1,2020-08-27,경기 동부지소
여주시,결핵병,경기도 여주시 능서면 번도리,소-한우,7,2020-11-05,경기 동부지소
여주시,결핵병,경기도 여주시 능서면 번도리,소-한우,1,2020-11-10,경기 동부지소
여주시,고병원성조류인플루엔자,경기도 여주시 가남읍 은봉리,닭-산란계,0,2020-12-07,조류인플루엔자연구진단과
여주시,고병원성조류인플루엔자,경기도 여주시 가남읍 삼군리,메추리-비분류,0,2020-12-09,조류인플루엔자연구진단과
여주시,고병원성조류인플루엔자,경기도 여주시 점동면 당진리,닭-산란계,0,2020-12-22,조류인플루엔자연구진단과
여주시,고병원성조류인플루엔자,경기도 여주시 능서면 마래리,닭-산란계,0,2020-12-29,조류인플루엔자연구진단과
여주시,결핵병,경기도 여주시 흥천면 신근리,소-한우,3,2022-01-28,경기 동부지소
연천군,뉴캣슬병,경기도 연천군 전곡읍 양원리,닭,30000,2000-06-20,경기북부 북부지소
연천군,가금티프스,경기도 연천군 연천읍 고문리,닭-육계,15000,2000-08-21,조류질병과
연천군,가금티프스,경기도 연천군 미산면,닭-육계,34000,2000-08-29,조류질병과
연천군,가금티프스,경기도 연천군 연천읍 동막리,닭-육계,20000,2000-08-29,조류질병과
연천군,결핵병,경기도 연천군 신서면 대광리,소,3,2000-10-18,경기북부 북부지소
연천군,결핵병,경기도 연천군 신서면 대광리,소,3,2000-12-07,경기북부 북부지소
연천군,가금티프스,경기도 연천군 연천읍,닭-육계,12000,2000-12-20,조류질병과
연천군,결핵병,경기도 연천군 청산면,소,2,2001-01-16,경기북부 북부지소
연천군,가금티프스,경기도 연천군 연천읍,닭,3000,2001-01-22,경기북부 북부지소
연천군,결핵병,경기도 연천군 신서면,소,9,2001-02-02,경기북부 북부지소
연천군,결핵병,경기도 연천군 미산면,소,1,2001-02-14,경기북부 북부지소
연천군,결핵병,경기도 연천군 신서면,소,3,2001-03-23,경기북부 북부지소
연천군,가금티프스,경기도 연천군 연천읍,닭,700,2001-05-06,경기북부 북부지소
연천군,가금티프스,경기도 연천군 연천읍,닭,2000,2001-05-06,경기북부 북부지소
연천군,돼지오제스키병,경기도 연천군 전곡읍,돼지,2,2001-05-19,경기북부 북부지소
연천군,돼지생식기호흡기증후군,경기도 연천군 군남면 왕림리,돼지-육성돈,30,2001-05-31,병리진단과
연천군,브루셀라병,경기도 연천군 연천읍,소-젖소,1,2001-06-07,경기북부 북부지소
연천군,결핵병,경기도 연천군 미산면,소,1,2001-08-16,경기북부 북부지소
연천군,결핵병,경기도 연천군 전곡읍,소,1,2001-10-12,경기북부 북부지소
연천군,가금티프스,경기도 연천군 미산면 동이리,닭,2000,2001-11-10,경기북부 북부지소
연천군,돼지생식기호흡기증후군,경기도 연천군 백학면 백령리,돼지-육성돈,50,2001-11-12,병리진단과
연천군,결핵병,경기도 연천군 미산면,소,3,2001-12-13,경기북부 북부지소
연천군,결핵병,경기도 연천군 백학면,소,2,2001-12-13,경기북부 북부지소
연천군,결핵병,경기도 연천군 신서면 도신리,소,1,2002-04-12,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 연천읍 현가리,소,4,2002-05-01,경기북부 북부지소
연천군,돼지오제스키병,경기도 연천군 청산면 대전리,돼지,15,2002-06-14,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 연천읍 현가리,소,12,2002-06-24,경기북부 북부지소
연천군,결핵병,경기도 연천군 신서면 도신리,소,3,2002-06-27,경기북부 북부지소
연천군,결핵병,경기도 연천군 백학면 두일리,소,4,2002-07-11,경기북부 북부지소
연천군,결핵병,경기도 연천군 백학면 두일리,소,1,2002-07-11,경기북부 북부지소
연천군,결핵병,경기도 연천군 백학면 두일리,소,3,2002-07-11,경기북부 북부지소
연천군,결핵병,경기도 연천군 백학면 두일리,소,1,2002-07-12,경기북부 북부지소
연천군,결핵병,경기도 연천군 백학면 두일리,소,1,2002-07-12,경기북부 북부지소
연천군,뉴캣슬병,경기도 연천군 백학면 두일리,닭-육계,18000,2002-07-13,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 연천읍 현가리,소,5,2002-08-02,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 연천읍 현가리,소,6,2002-09-14,경기북부 북부지소
연천군,결핵병,경기도 연천군 백학면 두일리,소,2,2002-09-26,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 연천읍 현가리,소,2,2002-10-25,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 연천읍 현가리,소,1,2002-12-11,경기북부 북부지소
연천군,가금티프스,경기도 연천군 백학면 두일리,닭-육계,20500,2002-12-16,조류질병과
연천군,결핵병,경기도 연천군 백학면 두일리,소-육우,1,2003-06-12,경기북부 북부지소
연천군,가금티프스,경기도 연천군 미산면,닭-육계,42000,2003-09-09,조류질병과
연천군,가금티프스,경기도 연천군 미산면,닭-육계,38000,2003-09-27,조류질병과
연천군,결핵병,경기도 연천군 전곡읍 은대리,소-육우,1,2003-12-04,경기북부 북부지소
연천군,결핵병,경기도 연천군 왕징면,소-육우,1,2003-12-05,경기북부 북부지소
연천군,결핵병,경기도 연천군 왕징면,소-육우,1,2004-02-12,경기북부 북부지소
연천군,뉴캣슬병,경기도 연천군 미산면,닭-육계,46000,2004-03-30,조류질병과
연천군,뉴캣슬병,경기도 연천군 미산면,닭-육계,46000,2004-03-30,조류질병과
연천군,브루셀라병,경기도 연천군 연천읍 현가리,소-젖소,7,2004-05-22,경기북부 북부지소
연천군,결핵병,경기도 연천군 백학면,소-젖소,1,2004-06-17,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 전곡읍 간파리,소-한우,2,2004-07-09,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 연천읍 현가리,소-젖소,14,2004-07-12,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 군남면 왕림리,소-한우,1,2004-07-15,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 연천읍 현가리,소-젖소,3,2004-09-06,경기북부 북부지소
연천군,결핵병,경기도 연천군 군남면 왕림리,소-젖소,1,2004-11-18,경기북부 북부지소
연천군,결핵병,경기도 연천군 미산면,소-젖소,1,2005-01-07,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 연천읍 현가리,소-젖소,1,2005-01-31,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 청산면,소-한우,1,2005-03-02,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 청산면,소-한우,5,2005-03-05,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 연천읍 현가리,소-젖소,2,2005-04-15,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 청산면,소-한우,1,2005-05-19,경기북부 북부지소
연천군,결핵병,경기도 연천군 신서면 대광리,소-젖소,2,2005-06-17,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 청산면 초성리,소-한우,1,2005-06-20,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 청산면 초성리,소-한우,2,2005-07-21,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 백학면 두일리,소-한우,1,2005-09-15,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 청산면 초성리,소-젖소,6,2005-12-13,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 청산면 초성리,소-젖소,5,2006-01-21,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 청산면 초성리,소-젖소,7,2006-03-10,경기북부 북부지소
연천군,결핵병,경기도 연천군 백학면 두일리,소-젖소,1,2006-06-15,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 청산면 대전리,소-한우,1,2006-08-16,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 청산면 초성리,소-한우,5,2006-08-18,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 왕징면,소-한우,3,2006-08-19,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 청산면 초성리,소-한우,15,2006-08-31,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 청산면 장탄리,소-한우,7,2006-09-04,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 청산면 대전리,소-한우,11,2006-09-15,경기북부 북부지소
연천군,브루셀라병,경기도 연천군 백학면 백령리,소-한우,2,2007-06-16,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 백학면 백령리,소-젖소,1,2007-07-13,경기도북부축산위생연구소
연천군,브루셀라병,경기도 연천군 전곡읍 간파리,소-한우,1,2008-04-28,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 군남면 옥계리,소-젖소,1,2008-05-09,경기도북부축산위생연구소
연천군,브루셀라병,경기도 연천군 전곡읍 간파리,소-젖소,1,2008-06-13,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 신서면 도신리,소-젖소,37,2008-06-21,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 신서면 도신리,소-젖소,20,2008-09-04,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 신서면 도신리,소-젖소,22,2008-11-06,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 미산면,사슴-엘크,13,2009-04-10,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 미산면,사슴-기타,4,2009-04-16,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 미산면,사슴-엘크,18,2009-07-09,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 미산면,사슴-기타,6,2009-07-09,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 미산면,사슴-엘크,31,2009-09-18,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 미산면,소-한우,1,2009-10-23,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 미산면,사슴-기타,19,2009-11-18,경기도북부축산위생연구소
연천군,구제역,경기도 연천군 청산면 초성리,소-한우,4,2010-01-19,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 미산면,소-젖소,2,2010-06-11,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 미산면,소-젖소,1,2010-06-11,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 미산면,소-젖소,1,2010-06-11,경기도북부축산위생연구소
연천군,브루셀라병,경기도 연천군 미산면,소-젖소,5,2010-07-02,경기도북부축산위생연구소
연천군,브루셀라병,경기도 연천군 미산면,소-젖소,2,2010-08-16,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 미산면,소-젖소,2,2010-08-19,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 미산면,소-젖소,1,2010-08-19,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 미산면,사슴-엘크,15,2010-08-27,경기도북부축산위생연구소
연천군,브루셀라병,경기도 연천군 미산면,소-젖소,2,2010-09-30,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 미산면,소-젖소,1,2010-11-05,경기도북부축산위생연구소
연천군,구제역,경기도 연천군 전곡읍 고능리,돼지-육성돈,2,2010-12-21,해외전염병과
연천군,결핵병,경기도 연천군 미산면 유촌리,소-육우,1,2011-03-25,경기도북부축산위생연구소
연천군,고병원성 조류인플루엔자,경기도 연천군 미산면 백석리,닭-산란계,650,2011-05-24,질병진단센터
연천군,결핵병,경기도 연천군 신서면 도신리,소-젖소,5,2011-09-26,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 신서면 도신리,소-젖소,3,2011-11-30,경기도북부축산위생연구소
연천군,브루셀라병,경기도 연천군 전곡읍 양원리,소-젖소,1,2011-12-13,경기도북부축산위생연구소
연천군,브루셀라병,경기도 연천군 전곡읍 양원리,소-젖소,1,2011-12-23,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 장남면 자작리,소-젖소,5,2013-04-08,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 신서면 도신리,소-젖소,3,2013-04-18,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 전곡읍 고능리,소-한우,1,2013-06-07,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 전곡읍 고능리,소-한우,2,2013-06-13,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 신서면 도신리,소-젖소,2,2013-06-20,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 전곡읍 고능리,소-한우,1,2013-08-14,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 군남면 삼거리,소-한우,1,2013-10-07,경기도북부축산위생연구소
연천군,돼지생식기호흡기증후군,경기도 연천군 미산면 유촌리,돼지-일반,30,2013-10-07,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 미산면 아미리,소-한우,1,2013-11-22,경기도축산위생연구소
연천군,결핵병,경기도 연천군 신서면 도신리,소-젖소,4,2014-02-14,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 미산면 아미리,소-한우,1,2014-02-20,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 백학면 석장리,소-젖소,4,2014-04-04,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 신서면 도신리,소-젖소,14,2014-04-17,경기도북부축산위생연구소
연천군,가금티프스,경기도 연천군 왕징면 노동리,닭-육계,10,2015-01-27,조류질병과
연천군,가금티프스,경기도 연천군 전곡읍 양원리,닭-육계,900,2015-02-26,경기도북부축산위생연구소
연천군,추백리,경기도 연천군 장남면 원당리,닭-삼계,1000,2015-03-19,경기도북부축산위생연구소
연천군,가금티프스,경기도 연천군 백학면 노곡리,닭-육계,1300,2015-03-19,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 전곡읍 은대리,소-젖소,1,2015-05-14,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 연천읍 와초리,소-젖소,1,2015-06-22,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 청산면 초성리,사슴-비분류,3,2015-08-06,경기도북부축산위생연구소
연천군,결핵병,경기도 연천군 백학면 백령리,소-한우,1,2016-01-20,경기도북부축산위생연구소
연천군,돼지열병,경기도 연천군 미산면 유촌리,돼지-일반,217,2016-09-04,경기 북부 축산위생연구소
연천군,추백리,경기도 연천군 전곡읍 양원리,닭-육계,160,2016-10-04,경기도북부축산위생연구소
연천군,고병원성조류인플루엔자,경기도 연천군 연천읍 상리,닭-산란계,,2017-01-18,조류질병과
연천군,구제역,경기도 연천군 군남면 선곡리,소-젖소,5,2017-02-09,구제역진단과
연천군,결핵병,경기도 연천군 백학면 구미리,소-젖소,1,2017-04-15,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 백학면 구미리,소-젖소,5,2017-04-19,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 백학면 구미리,소-젖소,2,2017-06-22,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 왕징면 동중리,소-젖소,8,2017-07-31,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 백학면 두일리,소-젖소,1,2017-08-04,경기 북부 동물위생시험소
연천군,브루셀라병,경기도 연천군 군남면 왕림리,소-한우,3,2017-09-05,경기 북부 동물위생시험소
연천군,브루셀라병,경기도 연천군 군남면 왕림리,소-한우,22,2017-09-07,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 청산면 초성리,사슴-비분류,1,2017-09-15,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 왕징면 동중리,소-젖소,5,2017-10-12,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 왕징면 동중리,소-젖소,4,2017-12-11,경기 북부 동물위생시험소
연천군,낭충봉아부패병,경기도 연천군 군남면 황지리,벌-재래종,1,2018-10-18,경기 북부 동물위생시험소
연천군,가금티푸스,경기도 연천군 미산면 유촌리,닭-육계,700,2018-11-15,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 백학면 두일리,소-젖소,1,2019-03-14,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 백학면 두일리,소-젖소,2,2019-03-14,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 백학면 두일리,소-젖소,1,2019-03-14,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 백학면 석장리,소-젖소,1,2019-03-21,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 백학면 두일리,소-젖소,1,2019-03-22,경기 북부 동물위생시험소
연천군,낭충봉아부패병,경기도 연천군 군남면 황지리,벌-재래종,5,2019-03-25,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 백학면 석장리,소-젖소,1,2019-03-28,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 백학면 석장리,소-젖소,1,2019-03-28,경기 북부 동물위생시험소
연천군,낭충봉아부패병,경기도 연천군 군남면 황지리,벌-재래종,7,2019-05-02,경기 북부 동물위생시험소
연천군,낭충봉아부패병,경기도 연천군 군남면 옥계리,벌-재래종,17,2019-05-29,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 백학면 두일리,소-젖소,1,2019-06-20,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 백학면 노곡리,사슴-엘크,8,2020-01-31,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 백학면 석장리,소-젖소,2,2020-02-24,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 백학면 노곡리,소-젖소,7,2020-03-02,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 백학면 석장리,소-젖소,1,2020-03-05,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 백학면 노곡리,소-육우,2,2020-05-14,경기 북부 동물위생시험소
연천군,낭충봉아부패병,경기도 연천군 중면 적거리,벌-재래종,2,2020-06-28,경기 북부 동물위생시험소
연천군,가금티푸스,경기도 연천군 연천읍 동막리,닭-비분류,2,2020-06-29,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 신서면 대광리,사슴-꽃사슴,1,2020-10-28,충북 북부지소
연천군,결핵병,경기도 연천군 신서면 도신리,소-젖소,4,2021-03-25,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 미산면 백석리,소-젖소,2,2021-05-13,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 신서면 대광리,소-젖소,3,2021-05-28,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 신서면 도신리,소-젖소,3,2021-06-03,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 백학면 노곡리,소-한우,2,2021-06-28,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 신서면 도신리,소-젖소,1,2021-08-06,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 백학면 노곡리,소-한우,2,2021-10-06,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 백학면 석장리,소-젖소,1,2021-11-17,경기 북부 동물위생시험소
연천군,결핵병,경기도 연천군 백학면 노곡리,소-한우,1,2021-12-17,경기 북부 동물위생시험소
오산시,결핵병,경기도 오산시 서동,소-젖소,1,2000-05-19,경기도축산위생연구소
오산시,가금티프스,경기도 오산시 지곶동,닭-육계,1900,2005-09-26,경기도축산위생연구소
오산시,돼지생식기호흡기증후군,경기도 오산시 서동,돼지-육성돈,6,2008-07-14,경기도축산위생연구소
오산시,결핵병,경기도 오산시 갈곶동,소-한우,12,2010-11-03,경기도축산위생연구소
오산시,결핵병,경기도 오산시 갈곶동,소-한우,1,2011-01-31,경기도축산위생연구소
오산시,결핵병,경기도 오산시 지곶동,사슴,15,2011-08-25,경기도축산위생연구소
오산시,결핵병,경기도 오산시 갈곶동,소-한우,1,2013-04-15,경기 남부지소
오산시,결핵병,경기도 오산시 지곶동,사슴-엘크,10,2013-08-26,경기도축산위생연구소
