"행정구역","2022년08월_계_총인구수","2022년08월_계_연령구간인구수","2022년08월_계_0~9세","2022년08월_계_10~19세","2022년08월_계_20~29세","2022년08월_계_30~39세","2022년08월_계_40~49세","2022년08월_계_50~59세","2022년08월_계_60~69세","2022년08월_계_70~79세","2022년08월_계_80~89세","2022년08월_계_90~99세","2022년08월_계_100세 이상","2022년08월_남_총인구수","2022년08월_남_연령구간인구수","2022년08월_남_0~9세","2022년08월_남_10~19세","2022년08월_남_20~29세","2022년08월_남_30~39세","2022년08월_남_40~49세","2022년08월_남_50~59세","2022년08월_남_60~69세","2022년08월_남_70~79세","2022년08월_남_80~89세","2022년08월_남_90~99세","2022년08월_남_100세 이상","2022년08월_여_총인구수","2022년08월_여_연령구간인구수","2022년08월_여_0~9세","2022년08월_여_10~19세","2022년08월_여_20~29세","2022년08월_여_30~39세","2022년08월_여_40~49세","2022년08월_여_50~59세","2022년08월_여_60~69세","2022년08월_여_70~79세","2022년08월_여_80~89세","2022년08월_여_90~99세","2022년08월_여_100세 이상"
"경기도 오산시 초평동(4137056000)","16,542","16,542","1,184","1,875","2,210","2,337","3,114","2,662","1,843","867","408","42","0","8,552","8,552","602","991","1,212","1,297","1,619","1,362","939","377","139","14","0","7,990","7,990","582","884","998","1,040","1,495","1,300","904","490","269","28","0"
"경기도 오산시 대원동(4137057000)","64,835","64,835","5,354","7,164","9,612","9,752","12,070","10,316","6,200","2,907","1,284","173","3","33,771","33,771","2,742","3,775","5,251","5,373","6,380","5,366","3,059","1,274","505","44","2","31,064","31,064","2,612","3,389","4,361","4,379","5,690","4,950","3,141","1,633","779","129","1"
"경기도 시흥시 (4139000000)","513,331","513,331","46,080","50,742","67,506","76,464","93,029","90,467","56,148","20,996","10,309","1,527","63","268,101","268,101","23,335","26,000","36,788","41,027","50,246","47,425","29,741","9,756","3,456","314","13","245,230","245,230","22,745","24,742","30,718","35,437","42,783","43,042","26,407","11,240","6,853","1,213","50"
"경기도 시흥시 대야동(4139051000)","43,785","43,785","3,388","3,409","6,156","6,608","6,466","8,251","6,098","2,103","1,115","188","3","22,104","22,104","1,731","1,731","3,254","3,425","3,368","4,044","3,174","1,000","349","28","0","21,681","21,681","1,657","1,678","2,902","3,183","3,098","4,207","2,924","1,103","766","160","3"
"경기도 시흥시 신천동(4139052000)","35,684","35,684","1,455","2,834","5,530","4,027","4,677","7,943","5,837","2,174","1,071","126","10","18,390","18,390","741","1,480","3,042","2,232","2,449","4,036","3,076","995","313","24","2","17,294","17,294","714","1,354","2,488","1,795","2,228","3,907","2,761","1,179","758","102","8"
"경기도 시흥시 신현동(4139053100)","9,789","9,789","394","665","1,291","1,007","1,202","2,116","1,891","771","382","63","7","5,151","5,151","189","349","716","597","640","1,114","1,023","368","131","20","4","4,638","4,638","205","316","575","410","562","1,002","868","403","251","43","3"
"경기도 시흥시 은행동(4139054000)","55,872","55,872","6,882","5,897","6,268","8,933","10,337","8,783","5,691","2,020","919","140","2","27,876","27,876","3,435","3,036","3,234","4,337","5,353","4,312","2,890","965","290","24","0","27,996","27,996","3,447","2,861","3,034","4,596","4,984","4,471","2,801","1,055","629","116","2"
"경기도 시흥시 매화동(4139055000)","12,083","12,083","603","1,120","1,588","1,137","1,757","2,537","1,847","927","481","82","4","6,355","6,355","284","585","923","642","943","1,366","1,003","418","169","21","1","5,728","5,728","319","535","665","495","814","1,171","844","509","312","61","3"
"경기도 시흥시 목감동(4139057000)","42,057","42,057","5,358","3,618","3,920","7,442","8,032","5,807","4,889","2,014","843","129","5","21,298","21,298","2,695","1,824","2,027","3,712","4,328","2,954","2,457","998","277","26","0","20,759","20,759","2,663","1,794","1,893","3,730","3,704","2,853","2,432","1,016","566","103","5"
"경기도 시흥시 군자동(4139058100)","21,387","21,387","1,293","2,103","2,654","2,391","3,718","4,035","3,076","1,364","661","88","4","11,187","11,187","695","1,078","1,474","1,361","2,042","2,128","1,557","610","226","15","1","10,200","10,200","598","1,025","1,180","1,030","1,676","1,907","1,519","754","435","73","3"
"경기도 시흥시 월곶동(4139058200)","16,500","16,500","1,303","1,530","1,877","2,492","3,163","2,869","1,901","891","418","56","0","8,576","8,576","631","804","1,002","1,342","1,741","1,547","926","418","153","12","0","7,924","7,924","672","726","875","1,150","1,422","1,322","975","473","265","44","0"
"경기도 시흥시 정왕본동(4139058900)","20,207","20,207","1,030","1,108","3,057","3,877","4,178","3,797","2,132","683","295","45","5","12,786","12,786","513","575","2,029","2,656","2,842","2,424","1,281","350","106","9","1","7,421","7,421","517","533","1,028","1,221","1,336","1,373","851","333","189","36","4"
"경기도 시흥시 정왕1동(4139059100)","22,854","22,854","1,188","2,065","4,010","3,203","4,453","4,355","2,345","812","361","58","4","13,678","13,678","587","1,118","2,626","2,009","2,829","2,646","1,353","378","120","11","1","9,176","9,176","601","947","1,384","1,194","1,624","1,709","992","434","241","47","3"
"경기도 시흥시 정왕2동(4139059200)","32,005","32,005","2,078","3,409","4,985","4,359","6,025","6,372","3,022","1,063","606","84","2","17,468","17,468","1,038","1,733","2,909","2,647","3,352","3,401","1,695","450","216","27","0","14,537","14,537","1,040","1,676","2,076","1,712","2,673","2,971","1,327","613","390","57","2"
"경기도 시흥시 정왕3동(4139059300)","22,956","22,956","1,515","2,100","2,886","3,010","4,545","4,710","2,744","912","452","78","4","13,000","13,000","757","1,102","1,656","1,795","2,788","2,716","1,580","425","165","15","1","9,956","9,956","758","998","1,230","1,215","1,757","1,994","1,164","487","287","63","3"
"경기도 시흥시 정왕4동(4139059400)","20,668","20,668","1,427","2,495","3,334","2,335","3,580","4,354","1,919","695","474","53","2","10,247","10,247","754","1,264","1,718","1,185","1,719","2,117","1,035","271","170","14","0","10,421","10,421","673","1,231","1,616","1,150","1,861","2,237","884","424","304","39","2"
"경기도 시흥시 배곧1동(4139059600)","35,309","35,309","5,417","4,593","3,283","6,121","8,007","4,583","2,374","648","246","36","1","17,549","17,549","2,728","2,317","1,625","2,878","4,163","2,240","1,207","305","80","6","0","17,760","17,760","2,689","2,276","1,658","3,243","3,844","2,343","1,167","343","166","30","1"
"경기도 시흥시 배곧2동(4139059700)","35,387","35,387","4,396","4,129","5,259","6,933","7,563","4,480","1,917","478","200","32","0","18,460","18,460","2,247","2,017","2,774","3,755","4,041","2,330","993","221","76","6","0","16,927","16,927","2,149","2,112","2,485","3,178","3,522","2,150","924","257","124","26","0"
"경기도 시흥시 과림동(4139062100)","1,907","1,907","46","46","149","183","162","385","578","250","91","17","0","1,166","1,166","21","26","90","121","110","252","358","141","42","5","0","741","741","25","20","59","62","52","133","220","109","49","12","0"
"경기도 시흥시 연성동(4139063000)","24,738","24,738","1,908","2,605","3,671","3,224","3,961","5,048","2,508","1,098","634","78","3","12,647","12,647","980","1,349","1,926","1,708","1,985","2,634","1,313","503","237","12","0","12,091","12,091","928","1,256","1,745","1,516","1,976","2,414","1,195","595","397","66","3"
"경기도 시흥시 장곡동(4139063100)","34,779","34,779","3,838","4,247","4,269","5,337","6,835","5,653","2,926","1,083","503","85","3","17,568","17,568","1,970","2,219","2,145","2,665","3,417","2,929","1,551","497","153","22","0","17,211","17,211","1,868","2,028","2,124","2,672","3,418","2,724","1,375","586","350","63","3"
"경기도 시흥시 능곡동(4139064000)","25,364","25,364","2,561","2,769","3,319","3,845","4,368","4,389","2,453","1,010","557","89","4","12,595","12,595","1,339","1,393","1,618","1,960","2,136","2,235","1,269","443","183","17","2","12,769","12,769","1,222","1,376","1,701","1,885","2,232","2,154","1,184","567","374","72","2"
"경기도 군포시 (4141000000)","267,651","267,651","17,766","24,983","35,900","37,171","41,908","47,170","37,395","15,603","8,383","1,319","53","132,817","132,817","9,124","12,913","18,699","19,592","20,704","23,021","18,252","7,142","3,004","356","10","134,834","134,834","8,642","12,070","17,201","17,579","21,204","24,149","19,143","8,461","5,379","963","43"
"경기도 군포시 군포1동(4141051000)","33,176","33,176","1,765","2,483","5,156","4,619","4,773","6,364","5,012","1,997","861","139","7","17,521","17,521","917","1,285","2,824","2,656","2,598","3,344","2,583","932","344","37","1","15,655","15,655","848","1,198","2,332","1,963","2,175","3,020","2,429","1,065","517","102","6"
"경기도 군포시 군포2동(4141052000)","43,279","43,279","3,171","4,780","5,780","5,519","7,052","7,825","5,800","2,164","1,023","155","10","21,512","21,512","1,621","2,510","3,016","2,823","3,423","3,750","2,910","1,044","375","39","1","21,767","21,767","1,550","2,270","2,764","2,696","3,629","4,075","2,890","1,120","648","116","9"
"경기도 군포시 산본1동(4141054000)","15,685","15,685","564","754","2,429","2,259","1,901","2,800","2,842","1,388","652","93","3","7,922","7,922","288","413","1,331","1,314","1,040","1,306","1,364","637","209","20","0","7,763","7,763","276","341","1,098","945","861","1,494","1,478","751","443","73","3"
"경기도 군포시 산본2동(4141055000)","26,142","26,142","1,860","2,644","3,322","3,319","4,143","4,557","3,932","1,474","752","137","2","12,616","12,616","946","1,315","1,722","1,640","1,926","2,128","1,941","684","278","35","1","13,526","13,526","914","1,329","1,600","1,679","2,217","2,429","1,991","790","474","102","1"
"경기도 군포시 금정동(4141056000)","19,441","19,441","951","1,235","3,051","2,954","2,702","3,649","3,139","1,163","521","71","5","10,156","10,156","511","652","1,607","1,683","1,469","1,876","1,572","588","181","16","1","9,285","9,285","440","583","1,444","1,271","1,233","1,773","1,567","575","340","55","4"
"경기도 군포시 재궁동(4141057000)","18,192","18,192","960","1,277","2,491","2,954","2,527","3,094","2,696","1,293","781","113","6","8,620","8,620","508","641","1,260","1,556","1,188","1,459","1,211","523","247","25","2","9,572","9,572","452","636","1,231","1,398","1,339","1,635","1,485","770","534","88","4"
"경기도 군포시 오금동(4141058000)","21,078","21,078","1,571","1,948","2,602","3,544","3,484","3,404","2,607","1,107","708","102","1","10,204","10,204","790","1,012","1,315","1,804","1,664","1,614","1,219","473","282","31","0","10,874","10,874","781","936","1,287","1,740","1,820","1,790","1,388","634","426","71","1"
"경기도 군포시 수리동(4141059000)","15,960","15,960","869","1,422","1,892","2,074","2,442","2,826","2,302","1,182","822","128","1","7,607","7,607","444","723","956","1,063","1,178","1,344","1,061","487","307","43","1","8,353","8,353","425","699","936","1,011","1,264","1,482","1,241","695","515","85","0"
"경기도 군포시 궁내동(4141060000)","20,225","20,225","1,545","2,919","2,454","2,013","3,764","3,687","2,172","926","643","98","4","9,922","9,922","830","1,500","1,307","991","1,729","1,819","1,060","420","228","37","1","10,303","10,303","715","1,419","1,147","1,022","2,035","1,868","1,112","506","415","61","3"
"경기도 군포시 대야동(4141061000)","9,596","9,596","605","928","1,100","1,160","1,506","1,774","1,467","694","302","55","5","4,807","4,807","301","484","573","604","783","852","756","328","114","11","1","4,789","4,789","304","444","527","556","723","922","711","366","188","44","4"
"경기도 군포시 광정동(4141062000)","24,228","24,228","1,444","2,513","3,436","3,084","3,807","4,354","3,097","1,339","976","171","7","11,741","11,741","719","1,326","1,725","1,582","1,767","2,201","1,481","581","311","47","1","12,487","12,487","725","1,187","1,711","1,502","2,040","2,153","1,616","758","665","124","6"
"경기도 군포시 송부동(4141063000)","20,649","20,649","2,461","2,080","2,187","3,672","3,807","2,836","2,329","876","342","57","2","10,189","10,189","1,249","1,052","1,063","1,876","1,939","1,328","1,094","445","128","15","0","10,460","10,460","1,212","1,028","1,124","1,796","1,868","1,508","1,235","431","214","42","2"
"경기도 의왕시 (4143000000)","161,047","161,047","12,181","13,841","21,492","22,463","23,651","28,841","23,713","9,458","4,603","780","24","79,909","79,909","6,254","7,162","11,290","11,504","11,859","13,807","11,649","4,530","1,673","180","1","81,138","81,138","5,927","6,679","10,202","10,959","11,792","15,034","12,064","4,928","2,930","600","23"
"경기도 의왕시 고천동(4143051000)","14,040","14,040","882","898","2,046","2,782","1,658","1,913","2,255","1,042","460","101","3","7,147","7,147","477","485","1,061","1,512","878","921","1,101","509","179","24","0","6,893","6,893","405","413","985","1,270","780","992","1,154","533","281","77","3"
"경기도 의왕시 부곡동(4143052000)","28,208","28,208","2,013","2,244","3,753","3,964","4,099","4,947","3,979","1,974","1,094","138","3","14,289","14,289","1,050","1,180","2,030","2,114","2,169","2,467","1,958","890","393","37","1","13,919","13,919","963","1,064","1,723","1,850","1,930","2,480","2,021","1,084","701","101","2"
"경기도 의왕시 오전동(4143053000)","39,017","39,017","2,784","3,755","4,973","4,888","5,932","7,113","6,061","2,357","991","159","4","19,405","19,405","1,363","1,966","2,659","2,487","2,930","3,430","2,974","1,170","391","35","0","19,612","19,612","1,421","1,789","2,314","2,401","3,002","3,683","3,087","1,187","600","124","4"
"경기도 의왕시 내손1동(4143054000)","20,376","20,376","1,334","1,841","3,071","2,328","2,893","4,009","3,117","1,085","580","113","5","9,946","9,946","678","958","1,579","1,142","1,396","1,890","1,556","507","213","27","0","10,430","10,430","656","883","1,492","1,186","1,497","2,119","1,561","578","367","86","5"
"경기도 의왕시 내손2동(4143055000)","22,014","22,014","2,107","2,053","2,778","3,241","3,423","3,903","2,840","1,004","565","98","2","10,776","10,776","1,083","1,062","1,427","1,564","1,712","1,837","1,416","456","198","21","0","11,238","11,238","1,024","991","1,351","1,677","1,711","2,066","1,424","548","367","77","2"
"경기도 의왕시 청계동(4143056000)","37,392","37,392","3,061","3,050","4,871","5,260","5,646","6,956","5,461","1,996","913","171","7","18,346","18,346","1,603","1,511","2,534","2,685","2,774","3,262","2,644","998","299","36","0","19,046","19,046","1,458","1,539","2,337","2,575","2,872","3,694","2,817","998","614","135","7"
"경기도 하남시 (4145000000)","323,472","323,472","32,153","29,640","37,310","52,475","59,082","46,555","39,665","18,526","6,895","1,124","47","161,608","161,608","16,446","14,974","18,618","26,369","30,567","23,461","19,162","9,209","2,564","230","8","161,864","161,864","15,707","14,666","18,692","26,106","28,515","23,094","20,503","9,317","4,331","894","39"
"경기도 하남시 천현동(4145051000)","7,272","7,272","281","383","818","951","916","1,369","1,567","655","264","67","1","4,014","4,014","137","194","494","546","578","778","838","339","98","12","0","3,258","3,258","144","189","324","405","338","591","729","316","166","55","1"
"경기도 하남시 신장1동(4145052000)","6,735","6,735","281","349","945","1,157","916","1,192","1,106","537","215","37","0","3,499","3,499","148","179","507","695","517","588","540","242","76","7","0","3,236","3,236","133","170","438","462","399","604","566","295","139","30","0"
"경기도 하남시 신장2동(4145053000)","46,503","46,503","3,819","3,920","4,901","6,774","7,474","7,029","7,339","3,687","1,370","181","9","22,959","22,959","1,947","2,006","2,507","3,480","3,817","3,348","3,444","1,818","543","46","3","23,544","23,544","1,872","1,914","2,394","3,294","3,657","3,681","3,895","1,869","827","135","6"
"경기도 하남시 덕풍1동(4145054000)","15,166","15,166","838","926","1,903","2,107","2,041","2,685","2,805","1,313","486","57","5","7,736","7,736","446","493","1,068","1,144","1,094","1,295","1,329","647","201","18","1","7,430","7,430","392","433","835","963","947","1,390","1,476","666","285","39","4"
"경기도 하남시 덕풍2동(4145055000)","18,677","18,677","1,006","1,020","2,271","2,833","2,462","3,196","3,498","1,646","652","91","2","9,407","9,407","517","506","1,234","1,563","1,329","1,562","1,663","803","219","10","1","9,270","9,270","489","514","1,037","1,270","1,133","1,634","1,835","843","433","81","1"
